,"score","names_wiki","dates_wiki","names_googleart","dates_googleart","is_same","artist_id_wiki","artist_id_googleart","Unnamed: 9",,
120,100,"[almeida junior, josé ferraz de, almeida júnior, almeida júnior, josé ferraz de, ferroz d'almeida junior, josé, jose ferraz de almeida junior, josé ferraz de almeida júnior]","[1850, 1899]","[almeida junior, josé ferraz de, almeida júnior, almeida júnior, josé ferraz de, ferroz d'almeida junior, josé, josé ferraz de almeida júnior]","[1850, 1899]",1,"wiki_jose-ferraz-de-almeida-junior","googleart_m08yzsc",,,
121,81,"[juliao sarmento, julião sarmento]","[1948, 2099]","[julio cesar moreno]","[2008.0, 2008.0]",0,"wiki_juliao-sarmento","googleart_t219d95jv_s",,,
122,100,"[julius leblanc stewart, stewart, julius l., stewart, julius leblanc]","[1855, 1919]","[julius leblanc stewart, stewart, julius l., stewart, julius leblanc]","[1855, 1919]",1,"wiki_julius-leblanc-stewart","googleart_m075mcq",,,
123,76,"[karl benjamin, karl stanley benjamin]","[1925, 2012]","[benjamin volta]","[2001.0, 2010.0]",0,"wiki_karl-benjamin","googleart_t219d95gs_w",,,
124,77,"[karl knaths, otto karl knaths]","[1891, 1971]","[otto karas]","[1896, 1944]",0,"wiki_karl-knaths","googleart_m0t5fjj7",,,
125,76,"[christopher williams, kit williams]","[1946, 2099]","[christopher “daze” ellis]","[1982.0, 1988.0]",0,"wiki_kit-williams","googleart_t219hrtqpy4",,,
126,78,"[konstantinos maleas, μαλέας κωνσταντίνος]","[1879, 1928]","[konstantinos parthenis, parthenis, c., parthenis, c. p., parthenis, constantin, parthenis, konstantinos, parthenis, kostas, parthénis, constantin]","[1878, 1967]",0,"wiki_konstantinos-maleas","googleart_m0dgv_1",,,
127,100,"[konstantinos parthenis, parthenis, c., parthenis, c. p., parthenis, constantin, parthenis, konstantinos, parthenis, kostas, parthénis, constantin, κωνσταντίνος παρθένης]","[1878, 1967]","[konstantinos parthenis, parthenis, c., parthenis, c. p., parthenis, constantin, parthenis, konstantinos, parthenis, kostas, parthénis, constantin]","[1878, 1967]",1,"wiki_konstantinos-parthenis","googleart_m0dgv_1",,,
128,100,"[alenza y nieto, leonardo, alenza, leonardo, leonardo alenza, leonardo alenza y nieto, nieto, leonardo alenza y]","[1807, 1845]","[alenza y nieto, leonardo, alenza, leonardo, leonardo alenza, nieto, leonardo alenza y]","[1807, 1845]",1,"wiki_leonardo-alenza","googleart_m03cj66k",,,
129,100,"[alcázar, luis paret y, luis paret y alcazar, luis paret y alcázar, paret y alcazar, luis, paret y alcazar, luis saturnino, paret y alcázar, luis, paret, luis]","[1746, 1799]","[alcázar, luis paret y, luis paret y alcázar, paret y alcazar, luis, paret y alcazar, luis saturnino, paret y alcázar, luis, paret, luis]","[1746, 1799]",1,"wiki_luis-paret-y-alcazar","googleart_m02z0mcz",,,
130,100,"[husain, m. f., husain, maqbool fida, husain, maqbul fida, hussain, maqbul fida, m.f. husain, maqbool fida husain]","[1915, 2011]","[husain, m. f., husain, maqbool fida, husain, maqbul fida, hussain, maqbul fida, m. f. husain, maqbool fida husain]","[1915, 2011]",1,"wiki_m-f-husain","googleart_m04pr26",,,
131,100,"[hondecoeter, melchior d', hondecoeter, melchior de, melchior d'hondecoeter]","[1636, 1695]","[hondecoeter, melchior d', hondecoeter, melchior de, melchior d'hondecoeter]","[1636, 1695]",1,"wiki_melchior-d-hondecoeter","googleart_m05g6py",,,
132,76,"[michael heizer, michael madden heizer]","[1944, 2099]","[michael beerens]","[2014.0, 2014.0]",0,"wiki_michael-heizer","googleart_t2194x6yc24",,,
133,100,"[michelangelo pistoletto]","[1933, 2099]","[michelangelo pistoletto]","[1933, 2099]",1,"wiki_michelangelo-pistoletto","googleart_m047qrd8",,,
134,100,"[cang, syng-òp, chang sŭng-ŏp, chang, sŭng-ŏp, jang seung-eop, kjòng ju, o uòn, owon, owŏn]","[1843, 1897]","[cang, syng-òp, chang sŭng-ŏp, chang, sŭng-ŏp, jang seung-eop, kjòng ju, o uòn, owŏn]","[1843, 1897]",1,"wiki_owon","googleart_m0749yn",,,
135,100,"[fedotoff, pawel andrejewitsch, fedotov, pavel a., fedotov, pavel andreevich, fedotov, pavel andreevič, pavel fedotov, павел федотов]","[1815, 1852]","[fedotoff, pawel andrejewitsch, fedotov, pavel a., fedotov, pavel andreevich, fedotov, pavel andreevič, pavel fedotov]","[1815, 1852]",1,"wiki_pavel-fedotov","googleart_m06g02w",,,
136,100,"[hjorth, peter severin, kroyer, peter-severin, kroyer, peter-séverin, kroyer, séverin, kröyer, peter severin, krøyer, p. s., krøyer, peder severin, krøyer, peder søren, krøyer, peter severin, peder severin kroyer, peder severin krøyer]","[1851, 1909]","[hjorth, peter severin, kroyer, peter-severin, kroyer, peter-séverin, kroyer, séverin, kröyer, peter severin, krøyer, p. s., krøyer, peder severin, krøyer, peder søren, krøyer, peter severin, peder severin krøyer]","[1851, 1909]",1,"wiki_peder-severin-kroyer","googleart_m024z9k",,,
137,100,"[pierre-paul prud'hon, prud'hon, p.-p., prud'hon, pierre paul, prud'hon, pierre-paul, prudhon, pierre, prudhon, pierre paul, prudhon, pierre-paul, prudon, pierre paul]","[1758, 1823]","[pierre-paul prud'hon, prud'hon, p.-p., prud'hon, pierre paul, prud'hon, pierre-paul, prudhon, pierre, prudhon, pierre paul, prudhon, pierre-paul, prudon, pierre paul]","[1758, 1823]",1,"wiki_pierre-paul-prud-hon","googleart_m039_k_",,,
138,100,"[binsheng, ch'i, huang, kemu laoren, qi baishi, qi, baishi, qi, binsheng, qi, huang, tschi pai-shih, wei, qing, 齊白石]","[1864, 1957]","[binsheng, ch'i, huang, kemu laoren, qi baishi, qi, baishi, qi, binsheng, qi, huang, tschi pai-shih, wei, qing]","[1864, 1957]",1,"wiki_qi-baishi","googleart_m033xb6",,,
139,100,"[abbāsi, āgā, reza, reza abbasi, reza ᶜabbāsī, rezā, āqā, riza, riza yi-abbasi; āqā riżā kāshānī (رضا عباسی), rizā-i 'abbāsī, riżā, riżā kashani, riżā ‘abbāsi, āqā, āqā riżā, āqā riżā kāshānī, āqā riżā ‘abbāsi, āqā riḍā b. ᶜali asġar kāšānī]","[1565, 1635]","[abbāsi, āgā, reza, reza abbasi, reza ᶜabbāsī, rezā, āqā, riza, rizā-i 'abbāsī, riżā, riżā kashani, riżā ‘abbāsi, āqā, āqā riżā, āqā riżā kāshānī, āqā riżā ‘abbāsi, āqā riḍā b. ᶜali asġar kāšānī]","[1565, 1635]",1,"wiki_reza-abbasi","googleart_m04nz84",,,
140,100,"[bunney, rupert c. w., bunny, charles rupert wulsten, bunny, r. c. w., bunny, rupert, bunny, rupert c. w., bunny, rupert ch. w., bunny, rupert charles wolston, bunny, rupert charles wulsten, bunny, rupert charles wulston, rupert bunny, rupert charles wulsten bunny]","[1864, 1947]","[bunney, rupert c. w., bunny, charles rupert wulsten, bunny, r. c. w., bunny, rupert, bunny, rupert c. w., bunny, rupert ch. w., bunny, rupert charles wolston, bunny, rupert charles wulsten, bunny, rupert charles wulston, rupert bunny]","[1864, 1947]",1,"wiki_rupert-bunny","googleart_m08lwz3",,,
141,100,"[dali domènech, salvador, dali i domènech, salvador, dali y domenech, salvador, dali, salvador, dalí domenech, salvador, dalí domènech, salvador, dalí domènech, salvador felip jacint, dalí, salvador, dalí, salvador felipe jacinto, domènech, felip jacint, salvador dali, salvador domingo felipe jacinto dalí i domènech, marquis de púbol]","[1904, 1989]","[dali domènech, salvador, dali i domènech, salvador, dali y domenech, salvador, dali, salvador, dalí domenech, salvador, dalí domènech, salvador, dalí domènech, salvador felip jacint, dalí, salvador, dalí, salvador felipe jacinto, domènech, felip jacint, salvador dali]","[1904, 1989]",1,"wiki_salvador-dali","googleart_m09_xn",,,
142,100,"[peploe, s. j., peploe, samuel john, samuel john peploe, samuel peploe]","[1871, 1935]","[peploe, s. j., peploe, samuel john, samuel peploe]","[1871, 1935]",1,"wiki_samuel-peploe","googleart_m091lf9",,,
143,100,"[rusinol y prats, santiago, rusiñol i prats, santiago, rusiñol prats, santiago, rusiñol y prats, santiago, rusiñol, santiago, santiago rusinol, santiago rusiñol i prats, xarau]","[1861, 1931]","[rusinol y prats, santiago, rusiñol i prats, santiago, rusiñol prats, santiago, rusiñol y prats, santiago, rusiñol, santiago, santiago rusiñol, xarau]","[1861, 1931]",1,"wiki_santiago-rusinol","googleart_m05qsh1",,,
144,100,"[beigensanshû, beigenzan shujin, bikeisai, oda, sesshu toyo, sesshû, sesshū, sesshū tōjō, sesshū tōyō (雪舟 等楊; oda tōyō since 1431, also known as tōyō, unkoku, or bikeisai), sessō tōyō, t'ien-t'ung daiichiza, tendô daiichiza, tōyō, tōyō sesshū, unkoku, unkokuken]","[1420, 1506]","[beigensanshû, beigenzan shujin, bikeisai, oda, sesshû, sesshū, sesshū tōjō, sesshū tōyō, sessō tōyō, t'ien-t'ung daiichiza, tendô daiichiza, tōyō, tōyō sesshū, unkoku, unkokuken]","[1420, 1506]",1,"wiki_sesshu-toyo","googleart_m03gl9l",,,
145,100,"[bohu, ch'an-hsien, chanxian, chieh-yüan, jieyuan, liu-ju, liuru, po-hu, t'ang yin, t'ao-hua-an, tang yin, tang yin (唐寅; táng yín; tong yan; tang bohu - 唐伯虎), tang, yin, tzŭ-wei, ziwei]","[1470, 1524]","[bohu, ch'an-hsien, chanxian, chieh-yüan, jieyuan, liu-ju, liuru, po-hu, t'ang yin, t'ao-hua-an, tang yin, tang, yin, tzŭ-wei, ziwei]","[1470, 1524]",1,"wiki_tang-yin","googleart_m0278w8w",,,
146,100,"[bonset, i. k., camini, aldo, christian emil marie küpper, doesburg, theo van, doesburgh, theo van, küpper, c. e. m., küpper, christian, küpper, christian emil marie, küpper, christian emile marie, küppers, christian emil maria, küppers, christian emil marie, theo van doesburg, van doesburg, christian emil, van doesburg, theo, van doesburg, théo]","[1883, 1931]","[bonset, i. k., camini, aldo, doesburg, theo van, doesburgh, theo van, küpper, c. e. m., küpper, christian, küpper, christian emil marie, küpper, christian emile marie, küppers, christian emil maria, küppers, christian emil marie, theo van doesburg, van doesburg, christian emil, van doesburg, theo, van doesburg, théo]","[1883, 1931]",1,"wiki_theo-van-doesburg","googleart_m01qvs2",,,
147,78,"[francisco vieira, portuense, franscico vieira, portuense, o, vieira o portuense', vieira portuense, vieira portuense, francisco, vieira, francisco]","[1765, 1805]","[francisco goya, goya y lucientes, francesco josé de, goya y lucientes, francisco, goya y lucientes, francisco josé de, goya, francisco de, goya, francisco-josé]","[1746, 1828]",0,"wiki_vieira-portuense","googleart_m02y23",,,
148,100,"[purvit, vasilij jurgisovič, purvit, vil'gelm, purvit, vil'gelm karlis jugisovič, purvit, vil'gelm-karl egorovič, purvits, vil'gel'm karlis, purvits, wilhelm karl, purvītis, vilhelms, purvītis, vilhelms kārlis, purwitt, basile, vilhelms purvitis, vilhelms purvītis]","[1872, 1945]","[purvit, vasilij jurgisovič, purvit, vil'gelm, purvit, vil'gelm karlis jugisovič, purvit, vil'gelm-karl egorovič, purvits, vil'gel'm karlis, purvits, wilhelm karl, purvītis, vilhelms, purvītis, vilhelms kārlis, purwitt, basile, vilhelms purvītis]","[1872, 1945]",1,"wiki_vilhelms-purvitis","googleart_m0b0nkw",,,
149,100,"[mo-ch'i, mojie, moqi, wang wei, wang, wei, youcheng, yu-ch'êng, 王維]","[701, 761]","[mo-ch'i, mojie, moqi, wang wei, wang, wei, youcheng, yu-ch'êng]","[701, 761]",1,"wiki_wang-wei","googleart_m01d1n2",,,
150,100,"[hart, william, hart, william m., william hart]","[1823, 1894]","[hart, william, hart, william m., william hart]","[1823, 1894]",1,"wiki_william-hart","googleart_m0547qv",,,
151,100,"[hunt holman, william, hunt, holman, hunt, w. h., hunt, w. holman, hunt, william holman, hunt, william-holman, william holman hunt]","[1827, 1910]","[hunt holman, william, hunt, holman, hunt, w. h., hunt, w. holman, hunt, william holman, hunt, william-holman, william holman hunt]","[1827, 1910]",1,"wiki_william-holman-hunt","googleart_m0vh96",,,
152,100,"[glackens, william j., glackens, william james, william james glackens]","[1870, 1938]","[glackens, william j., glackens, william james, william glackens]","[1870, 1938]",1,"wiki_william-james-glackens","googleart_m06nzcj",,,
153,100,"[busei, buson, chōkyō, chōkō, chōsō, chōsō-shi, gasendō, hajin, hakusetsudō, hakuundō, hekiundō, in, kyodō, mōei, rakujitsuan, saichō, sanka, sanka koji, sankwa, sansōdō, sha shunsei, shain, shikoan, shimei, shinshō, shunsei, taniguchi, taniguchi, nobuaki, tōsei saichō, undō, unsai, yahan'o, yahantei, yosa buson, yosa buson [taniguchi] (与謝 蕪村), yosa, nobuaki, yosha bouçon]","[1716, 1783]","[busei, buson, chōkyō, chōkō, chōsō, chōsō-shi, gasendō, hajin, hakusetsudō, hakuundō, hekiundō, in, kyodō, mōei, rakujitsuan, saichō, sanka, sanka koji, sankwa, sansōdō, sha shunsei, shain, shikoan, shimei, shinshō, shunsei, taniguchi, taniguchi, nobuaki, tōsei saichō, undō, unsai, yahan'o, yahantei, yosa buson, yosa, nobuaki, yosha bouçon]","[1716, 1783]",1,"wiki_yosa-buson","googleart_m0503hj",,,
154,77,"[johann georg pinzel, іван георгій пінзель]","[1707, 1761]","[johann georg bergmüller]","[1688, 1762]","False","wiki_johann-georg-pinzel","googleart_m03d2jfr",,,
155,100,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[henri le sidaner]","[1862, 1939]",0,"wiki_henri-martin","googleart_m026cz86",,,
156,100,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[cozad, robert henry, henri, robert, robert henri]","[1865, 1929]",0,"wiki_henri-martin","googleart_m03y3wz",,,
157,100,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[henri-gabriel ibels]","[1867, 1936]",0,"wiki_henri-martin","googleart_m064mqf3",,,
158,100,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[henri de toulouse-lautrec]","[1864, 1901]",0,"wiki_henri-martin","googleart_m0h7vt",,,
159,100,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[henri lebasque]","[1865, 1937]",0,"wiki_henri-martin","googleart_m03nx1p1",,,
160,99,"[henri, henri martin, henri-jean guillaume martin, henri-martin, martin, henri, martin, henri jean guillaume, martin, henri-jean-guillaume]","[1860, 1943]","[henri matisse]","[1869, 1954]",0,"wiki_henri-martin","googleart_m0gct_","(950, 2707)",,
161,77,"[albert pinkham ryder, ryder, albert p., ryder, albert pinkham]","[1847, 1917]","[meyer albert]","[1857, 1924]","False","wiki_albert-pinkham-ryder","googleart_g121g7dbt",,,
162,78,"[glackens, william j., glackens, william james, william james glackens]","[1870, 1938]","[baer, william j., baer, william jacob, william jacob baer]","[1860, 1941]","False","wiki_william-james-glackens","googleart_m0120w7",,,
163,76,"[hart, william, hart, william m., william hart]","[1823, 1894]","[frith, w. p., frith, william p., frith, william powell, william powell frith]","[1819, 1909]","False","wiki_william-hart","googleart_m029psh",,,
164,86,"[hart, william, hart, william m., william hart]","[1823, 1894]","[hunt, william, hunt, william m., hunt, william morris, hunt, william-morris, william morris hunt]","[1824, 1879]","False","wiki_william-hart","googleart_m04td2w",,,
165,81,"[carl bloch, carl heinrich bloch]","[1834, 1890]","[carl werner, werner, c. f. h., werner, carl, werner, carl friedrich heinrich]","[1808, 1894]","False","wiki_carl-bloch","googleart_m04y7gvf",,,
166,81,"[bernardino di betto, pinturicchio]","[1454, 1513]","[bernardino cristofano di nicolo d' antonio di pietro, bernardino di nicolo fungai, bernardino fungai, fongario, bernardino, fonghai, bernardino, fonghaia, bernardino da, fungai, bernardino, fungai, bernardino cristofano di nicolo d' antonio di pietro, fungari, bernardino cristofano]","[1460, 1516]","False","wiki_pinturicchio","googleart_m057bw4d",,,
167,77,"[george lambert]","[1700, 1765]","[george beare]","[1746.0, 1749]","False","wiki_george-lambert","googleart_m05w46ql",,,
168,80,"[hart, william, hart, william m., william hart]","[1823, 1894]","[william barak]","[1824, 1903]","False","wiki_william-hart","googleart_m05xwpr",,,
169,84,"[canaletto, giovanni antonio canal]","[1697, 1768]","[giovanni antonio guardi, guardi, antonio, guardi, gian antonio, guardi, gianantonio, guardi, giannantonio, guardi, giovanni a., guardi, giovanni antonio]","[1699, 1760]","False","wiki_canaletto","googleart_m06cb68",,,
170,79.2,"[hart, william, hart, william m., william hart]","[1823, 1894]","[richards, william t., richards, william trost, william trost richards]","[1833, 1905]","False","wiki_william-hart","googleart_m06vlrs",,,
171,81,"[joseph mallord william turner, turner, j. m. w., turner, j.-m.-w., turner, james mallord william, turner, joseph mallord william, turner, william, william turner]","[1775, 1851]","[william james müller]","[1812, 1845]","False","wiki_william-turner","googleart_m078qdz",,,
172,77,"[binsheng, ch'i, huang, kemu laoren, qi baishi, qi, baishi, qi, binsheng, qi, huang, tschi pai-shih, wei, qing, 齊白石]","[1864, 1957]","[huang binhong]","[1865, 1955]","False","wiki_qi-baishi","googleart_m085gyq",,,
173,92,"[abanindranath tagore, c.i.e. zemindar v. shazadpur, tagore, abanindra nath, tagore, abanindranath]","[1871, 1951]","[rabindranath tagore]","[1861, 1941]","False","wiki_abanindranath-tagore","googleart_m0d0mbj",,,
174,79,"[francisco manuel oller y cestero, francisco oller]","[1833, 1917]","[francesc miralles i galaup, miralles galup, francesc, miralles galup, francisco, miralles i galaup, francesc, miralles y galup, francisco, miralles, francisco, miralles, francois]","[1848, 1901]","False","wiki_francisco-oller","googleart_m0vnnbqs",,,
175,77,"[claudio tozzi]","[1944, 2099]","[claudio ethos]","[2012.0, 2012.0]","False","wiki_claudio-tozzi","googleart_t219d95h8rc",,,
176,79,"[chris ofili, christopher ofili]","[1968, 2099]","[christopher “daze” ellis]","[1982.0, 1988.0]","False","wiki_chris-ofili","googleart_t219hrtqpy4",,,
177,80,,,,,0,"wiki_lee-ufan","googleart_g12vzpslxs",,,
178,81,,,,,0,"wiki_john-lee","googleart_m06dgqb",,,
179,79,"[jean baptiste andré gautier d'agoty]","[1740, 1786]","[greuse, j. b., greuze, jean, greuze, jean-baptiste, grëz, zhan-batist, jean-baptiste greuze]","[1725, 1805]","False","googleart_g123655yh","wiki_jean-baptiste-greuze","(66, 1123)",18,"[15, 19]"
180,79,"[jean-baptiste pillement]","[1728, 1808]","[greuse, j. b., greuze, jean, greuze, jean-baptiste, grëz, zhan-batist, jean-baptiste greuze]","[1725, 1805]","False","googleart_m02pyk1w","wiki_jean-baptiste-greuze","(626, 1123)",62,"[3, 3]"
181,80,"[dirck hals]","[1591, 1656]","[frans hals, hals, f., hals, frans, hals, frans (1), hals, frans franchoisz, hals, franz]","[1582, 1666]","False","googleart_m02w897m","wiki_frans-hals","(786, 695)",191,"[9, 10]"
182,77,"[walter spies]","[1895, 1942]","[sic, sickert, richard, sickert, walter, sickert, walter richard, walter richard sickert, walter sickert]","[1860, 1942]","False","googleart_m03xr55","wiki_walter-sickert","(1234, 2292)",72,"[35, 0]"
183,77,"[lorenzo di credi]","[1459, 1537]","[cosimo, piero di, piero di cosimo, piero di cosimo (piero di lorenzo), piero di lorenzo, piero di lorenzo di piero d'antonio, piero di lorenzo ubaldini]","[1462, 1522]","False","googleart_m04jn_t","wiki_piero-di-cosimo","(1403, 1866)",28,"[3, 15]"
184,82,"[john frederick lewis, lewis, j. f., lewis, john, lewis, john frederick, lewis, john-frédéric]","[1805, 1876]","[john frederick kensett]","[1816, 1872]","False","googleart_m06dgqb","wiki_john-frederick-kensett","(1821, 1220)",54,"[11, 4]"
185,79,"[jean-baptiste le prince]","[1734, 1781]","[greuse, j. b., greuze, jean, greuze, jean-baptiste, grëz, zhan-batist, jean-baptiste greuze]","[1725, 1805]","False","googleart_m07mjbd","wiki_jean-baptiste-greuze","(2005, 1123)",28,"[9, 24]"
186,76,"[william strutt]","[1825, 1915]","[harnett, michael, harnett, william, harnett, william m., harnett, william michael, william michael harnett]","[1848, 1892]","False","googleart_m0d9jps","wiki_william-michael-harnett","(2576, 2327)",17,"[23, 23]"
