,score,names_wga,dates_wga,names_artuk,dates_artuk,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma,artist_id_artuk,Unnamed: 9,Unnamed: 10,Unnamed: 11
695,100.0,"[pickenoy, nicolaes eliasz., nicolaes pickenoy]","[1588, 1656]","[pickenoy, nicolaes eliasz.]","[1588, 1655]",1,googleart_m02x3z7k,"artuk_pickenoy, nicolaes eliasz., (1588-1655)","(2857, 4715)",23.0,"[0, 1]"
696,100.0,"[jean-baptiste greuze, greuze, jean-baptiste]","[1725, 1809]","[greuze, jean-baptiste]","[1725, 1805]",1,googleart_m02yd1s,"artuk_greuze, jean-baptiste, (1725-1805)","(1085, 2440)",167.0,"[0, 4]"
697,100.0,"[fra angelico, fra giovanni da fiesole (guido di pietro), beato angelico; fra giovanni da fiesole; guido di pietro, angelico, fra]","[1387, 1455]",[fra angelico],"[1400, 1455]",1,googleart_m031b2,"artuk_fra angelico, (1400-1455)","(641, 2061)",544.0,"[13, 0]"
698,100.0,"[edward poynter, poynter, sir edward john, poynter, e. j., poynter, edward, poynter, edward john]","[1836, 1919]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,googleart_m032084,"artuk_j., j.","(2888, 3129)",18.0,"[27, 46]"
699,100.0,"[ruisdael, salomon van, ruysdael, salomon van, salomon van ruysdael]","[1600, 1670]","[van ruysdael, salomon]","[1602, 1670]",1,googleart_m037zzs,"artuk_van ruysdael, salomon, (1602-1670)","(2903, 6052)",100.0,"[2, 0]"
700,100.0,"[orley, bernaerd van, orley, bernaert van, bernard van orley]","[1487, 1542]","[van orley, bernaert]","[1488, 1541]",1,googleart_m038zl9,"artuk_van orley, bernaert, (1488-1541)","(2908, 6041)",52.0,"[1, 1]"
701,100.0,"[vliet, hendrick cornelisz. van, hendrick cornelisz. van vliet]","[1611, 1686.0]","[van vliet, hendrick cornelisz.]","[1611, 1675]",1,googleart_m03b_gbk,"artuk_van vliet, hendrick cornelisz., (1611-1675)","(2917, 6066)",39.0,"[0, 11.0]"
702,84.0,[alexander cozens],"[1717, 1786]","[alexander, cosmo]","[1724, 1772]",0,googleart_m03cmg93,"artuk_alexander, cosmo, (1724-1772)","(2968, 50)",100.0,"[7, 14]"
703,100.0,"[porcellis, jan, jan porcellis]","[1583, 1632]","[porcellis, jan]","[1584, 1632]",1,googleart_m03czwjg,"artuk_porcellis, jan, (1584-1632)","(3000, 4779)",22.0,"[1, 0]"
704,100.0,"[neeffs, peeter the elder, pieter neefs the elder]","[1578, 1656]","[neeffs the elder, peeter]","[1578, 1661]",1,googleart_m03d3trh,"artuk_neeffs the elder, peeter, (1578-1661)","(3013, 4367)",39.0,"[0, 5]"
705,84.0,"[watts, g. f., george frederic watts, watts, george frederick, george frederick watts, watts, george frederic, george, f. w.]","[1817, 1904]","[clarke, george frederick]","[1823, 1906]",0,googleart_m03dhsw,"artuk_clarke, george frederick, (1823-1906)","(1042, 730)",153.0,"[6, 2]"
706,84.0,"[watts, g. f., george frederic watts, watts, george frederick, george frederick watts, watts, george frederic, george, f. w.]","[1817, 1904]","[folingsby, g. f., folingsby, george frederick]","[1828, 1891]",0,googleart_m03dhsw,"artuk_folingsby, george frederick, (1830-1891)","(2015, 730)",145.0,"[11, 13]"
707,100.0,"[abraham bloemaert, bloemaert, abraham]","[1564, 1651]","[bloemaert, abraham]","[1566, 1651]",1,googleart_m03fz_9,"artuk_bloemaert, abraham, (1566-1651)","(3044, 497)",147.0,"[2, 0]"
708,100.0,"[weenix, jan baptist, jan baptist weenix]","[1621, 1660]","[weenix, jan baptist]","[1621, 1661]",1,googleart_m03fzgj,"artuk_weenix, jan baptist, (1621-1661)","(3047, 6296)",27.0,"[0, 1]"
709,86.0,"[everdingen, caesar van, caesar van everdingen]","[1616, 1678]","[van everdingen, allart]","[1621, 1675]",0,googleart_m03fzny,"artuk_van everdingen, allart, (1621-1675)","(3050, 6011)",25.0,"[5, 3]"
710,86.0,"[morrice, james wilson, james wilson morrice]","[1865, 1924]","[wilson, g.]","[1820.0, 1974.0]",0,googleart_m03g0xv,"artuk_wilson, g.","(3054, 6462)",10.0,"[45.0, 50.0]"
711,100.0,"[jan wijnants, wynants, jan]","[1630, 1684]","[wijnants, jan]","[1635, 1684]",0,googleart_m03gzxbq,"artuk_wijnants, jan, (1635-1684)","(3063, 6384)",60.0,"[5, 0]"
712,100.0,"[frans floris, floris, frans]","[1516, 1570]","[floris the elder, frans]","[1517, 1570]",1,googleart_m03hg_g,"artuk_floris the elder, frans, (1517-1570)","(3067, 2008)",41.0,"[1, 0]"
713,100.0,"[de haas, jean-hubert-léonard, haas, jan de, johannes hubertus leonardus de haas, de haas, j. h. l., de haas, johannes hubertus leonardus, haas, johannes hubertus leonardus de, haas, leonardus de]","[1832, 1908]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,googleart_m03hlj80,"artuk_j., j.","(3081, 3129)",4.0,"[31, 35]"
714,100.0,"[de haas, jean-hubert-léonard, haas, jan de, johannes hubertus leonardus de haas, de haas, j. h. l., de haas, johannes hubertus leonardus, haas, johannes hubertus leonardus de, haas, leonardus de]","[1832, 1908]","[h., j., saul, j. h. louis]","[1825, 1925]",0,googleart_m03hlj80,"artuk_h., j.","(3081, 2501)",8.0,"[7, 17]"
715,100.0,"[carlo crivelli, crivelli, carlo]","[1430, 1500]","[crivelli, carlo]","[1430, 1495]",1,googleart_m03kbd5,"artuk_crivelli, carlo, (1430-1495)","(317, 1311)",235.0,"[0, 5]"
716,100.0,"[wieringen, cornelis claesz van, cornelis claesz van wieringen]","[1577, 1633]","[van wieringen, cornelis claesz.]","[1580, 1635]",1,googleart_m03qh0_k,"artuk_van wieringen, cornelis claesz., (1580-1635)","(3146, 6069)",18.0,"[3, 2]"
717,100.0,"[pereda, antonio de, antonio de pereda, pereda y salgado, antonio de]","[1608, 1678]","[pereda y salgado, antonio, pereda, antonio, pereda, antonio de]","[1611, 1678]",1,googleart_m03y0kg5,"artuk_pereda y salgado, antonio, (1611-1678)","(3175, 4669)",26.0,"[3, 0]"
718,86.0,"[john t. biggers, biggers, john thomas, biggers, john t.]","[1924, 2001]","[ashlin and coleman, coleman, t. a., coleman, thomas a., thomas, a.]","[1940, 1950]",0,googleart_m042mhs,"artuk_thomas, a., (active 1950-1950)","(3194, 5772)",6.0,"[16, 51]"
719,100.0,[master of the virgo inter virgines],"[1470, 1903]",[master of the virgo inter virgines],"[1480, 1500]",1,googleart_m047rps6,"artuk_master of the virgo inter virgines, (active 1480-1500)","(3223, 3922)",16.0,"[10, 403]"
720,86.0,[mungo martin],"[1879, 1962]","[ahearn, martin r., martin, r.]","[1918, 1928]",0,googleart_m04fcwv0,"artuk_martin, r.","(3276, 3896)",4.0,"[39, 34]"
721,85.0,[george baxter],"[1804, 1867]","[balmer, george]","[1805, 1846]",0,googleart_m04glpv5,"artuk_balmer, george, (1805-1846)","(3283, 251)",23.0,"[1, 21]"
722,85.0,[george baxter],"[1804, 1867]","[hayter, george]","[1792, 1871]",0,googleart_m04glpv5,"artuk_hayter, george, (1792-1871)","(3283, 2708)",102.0,"[12, 4]"
723,100.0,"[credi, lorenzo di, lorenzo di credi]","[1459, 1537]","[barducci, lorenzo di, credi, lorenzo di, lorenzo d'andrea d'oderigo, lorenzo di andrea credi, lorenzo di credi, lorenzo di sciarpelloni]","[1456, 1537]",1,googleart_m04jn_t,"artuk_lorenzo di credi, (1456-1536)","(3299, 3677)",29.0,"[3, 0]"
724,100.0,"[john quidor, quidor, john]","[1801, 1881]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m04k96y,artuk_john,"(3301, 3196)",11.0,"[0, 70]"
725,100.0,"[joachim beuckelaer, beuckelaer, joachim]","[1530, 1574]","[beuckelaer, joachim]","[1533, 1574]",1,googleart_m04ltq2,"artuk_beuckelaer, joachim, (1533-1574)","(3317, 435)",46.0,"[3, 0]"
726,100.0,"[granet, françois-marius, françois marius granet]","[1755, 1849]","[granet, françois-marius]","[1775, 1849]",1,googleart_m04rp5h,"artuk_granet, françois-marius, (1775-1849)","(3342, 2383)",25.0,"[20, 0]"
727,87.0,"[huysum, jan van, jan van huysum]","[1682, 1749]","[van huysum, jacob]","[1686, 1740]",1,googleart_m04tcjt,"artuk_van huysum, jacob, (1686-1740)","(6025, 3345)",66.0,"[4, 9]"
728,86.0,"[hunt, william m., hunt, william morris, hunt, william-morris, hunt, william, william morris hunt]","[1824, 1879]","[morris, c., morris, c. greville, morris, charles greville, morris, charles-gréville, morris, greville]","[1861, 1871]",0,googleart_m04td2w,"artuk_morris, c.","(3348, 4226)",12.0,"[37, 8]"
729,100.0,"[fetti, domenico, domenico fetti]","[1588, 1623]","[fetti, domenico]","[1589, 1624]",1,googleart_m04yrst,"artuk_fetti, domenico, (1589-1624)","(3371, 1947)",43.0,"[1, 1]"
730,100.0,"[sassoferrato, giovanni battista salvi, giovanni battista salvi da sassoferrato]","[1605, 1685]",[sassoferrato],"[1609, 1685]",1,googleart_m04zl6z,"artuk_sassoferrato, (1609-1685)","(3377, 5217)",43.0,"[4, 0]"
731,90.0,"[william hart, hart, william, hart, william m.]","[1823, 1894]","[harnett, michael, harnett, william, harnett, william m., harnett, william michael]","[1848, 1892]",0,googleart_m0547qv,"artuk_harnett, william michael, (1848-1892)","(2256, 2623)",47.0,"[25, 2]"
732,89.0,"[william hart, hart, william, hart, william m.]","[1823, 1894]","[hay, william m.]","[1831, 1882.0]",0,googleart_m0547qv,"artuk_hay, william m., (b.1831)","(2693, 2256)",53.0,"[8, 12.0]"
733,100.0,"[hart, james mcdougal, hart, james, hart, james m., james mcdougal hart, hart, james mac dougal, hart, james mcdougall]","[1828, 1901]","[hart, j. t., hart, james turpin]","[1835, 1899]",0,googleart_m0547rj,"artuk_hart, james turpin, (1835-1899)","(3411, 2653)",18.0,"[7, 2]"
734,100.0,[robert smirke],"[1752, 1845]","[smirke, robert]","[1753, 1845]",1,googleart_m05528l,"artuk_smirke, robert, (1753-1845)","(3416, 5432)",57.0,"[1, 0]"
735,100.0,[john wesley jarvis],"[1781, 1839]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m056wf7,artuk_john,"(3424, 3196)",18.0,"[20, 28]"
736,85.0,[gordon walters],"[1919, 1995]","[hales, gordon]","[1916, 1997]",0,googleart_m05bw4g,"artuk_hales, gordon, (1916-1997)","(3451, 2526)",19.0,"[3, 2]"
737,100.0,"[clouet, francois, françois clouet, clouet, françois]","[1510, 1572]","[clouet, françois]","[1515, 1572]",1,googleart_m05j0d6,"artuk_clouet, françois, (1515-1572)","(3489, 1071)",49.0,"[5, 0]"
738,100.0,[john raphael smith],"[1752, 1812]","[smith of derby, smith, john, smith, john thomas, smith, t., smith, thomas]","[1755.0, 1767]",0,googleart_m05lcz0,"artuk_smith, john, (1717-1764)","(3503, 5458)",27.0,"[3.0, 45]"
739,100.0,[john raphael smith],"[1752, 1812]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m05lcz0,artuk_john,"(3503, 3196)",30.0,"[49, 1]"
740,100.0,"[goes, hugo van der, hugo van der goes]","[1440, 1482]","[van der goes, hugo]","[1420, 1482]",1,googleart_m05tpqd,"artuk_van der goes, hugo, (1420-1482)","(968, 5983)",133.0,"[20, 0]"
741,100.0,[george beare],"[1746.0, 1749]","[beare, george]","[1739, 1749]",1,googleart_m05w46ql,"artuk_beare, george, (d.1749)","(3547, 353)",14.0,"[7.0, 0]"
742,100.0,"[james ward, ward, james]","[1769, 1859]","[ward, james]","[1784, 1850]",1,googleart_m05wmgf,"artuk_ward, james, (1784-1850)","(1056, 6226)",309.0,"[15, 9]"
743,100.0,"[george henry boughton, boughton, g. h., boughton, george henry]","[1833, 1905]","[brown, george h. a., brown, george henry alan, henry, george]","[1862, 1891.0]",0,googleart_m05xzh7,"artuk_henry, george,  & hornel, edward atkinson, (1858-1943)","(3551, 2758)",10.0,"[29, 14.0]"
744,100.0,[john wollaston],"[1749.0, 1775]","[wollaston, john]","[1710, 1775]",1,googleart_m05zlw_v,"artuk_wollaston, john, (1710-1775)","(3559, 6512)",11.0,"[39.0, 0]"
745,100.0,"[james edward hervey macdonald, macdonald, james edward hervey, macdonald, j. e. h., j. e. h. macdonald]","[1873, 1932]","[j., pryde, james, pryde, james ferrier, pryde, jimmy]","[1866, 1941]",0,googleart_m06008p,"artuk_pryde, james ferrier, (1866-1941)","(1016, 4850)",76.0,"[7, 9]"
746,100.0,[francis barlow],"[1650.0, 1704]","[barlow, francis]","[1626, 1704]",1,googleart_m060cxf,"artuk_barlow, francis, (1626-1704)","(3575, 281)",19.0,"[24.0, 0]"
747,100.0,"[vlieger, simon de, simon de vlieger]","[1600, 1653]","[de vlieger, simon]","[1601, 1653]",0,googleart_m062331,"artuk_de vlieger, simon, (1601-1653)","(3577, 1548)",110.0,"[1, 0]"
748,100.0,"[godward, j. w., john william godward, godward, john william]","[1861, 1922]","[w., w.]","[1820.0, 1937.0]",0,googleart_m063pnz,"artuk_w., w.","(1212, 6147)",143.0,"[41.0, 15.0]"
749,100.0,"[godward, j. w., john william godward, godward, john william]","[1861, 1922]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,googleart_m063pnz,"artuk_j., j.","(1212, 3129)",137.0,"[2, 49]"
750,100.0,[john white alexander],"[1856, 1915]","[white, john]","[1851, 1933]",0,googleart_m06_f30,"artuk_white, john, (1851-1933)","(3608, 6354)",14.0,"[5, 18]"
751,93.0,[john white alexander],"[1856, 1915]","[alexander, h., alexander, john h., alexander, jon h.]","[1905, 1915]",0,googleart_m06_f30,"artuk_alexander, h.","(51, 3608)",8.0,"[49, 0]"
752,100.0,"[william glackens, william james glackens, glackens, william james, glackens, william j.]","[1870, 1938]","[j., pryde, james, pryde, james ferrier, pryde, jimmy]","[1866, 1941]",0,googleart_m06nzcj,"artuk_pryde, james ferrier, (1866-1941)","(2259, 4850)",124.0,"[4, 3]"
753,85.0,[robert william billings],"[1813, 1874]","[buss, r. w., buss, robert william]","[1804, 1875]",0,googleart_m06v1ql,"artuk_buss, robert william, (1804-1875)","(3643, 799)",21.0,"[9, 1]"
754,100.0,[james david smillie],"[1833, 1909]","[james, david]","[1853, 1904]",0,googleart_m06ywmr,"artuk_james, david, (1853-1904)","(3652, 3152)",35.0,"[20, 5]"
755,100.0,[george henry smillie],"[1840, 1921]","[brown, george h. a., brown, george henry alan, henry, george]","[1862, 1891.0]",0,googleart_m06ywpz,"artuk_henry, george,  & hornel, edward atkinson, (1858-1943)","(3653, 2758)",7.0,"[22, 30.0]"
756,100.0,"[claesz., pieter, pieter claesz]","[1597, 1661]","[claesz., pieter]","[1597, 1660]",1,googleart_m06zmm3,"artuk_claesz., pieter, (1597-1660)","(1830, 1029)",100.0,"[0, 1]"
757,89.0,"[alma-tadema, sir lawrence, lawrence alma-tadema, sir lawrence alma-tadema, alma-tadema, lawrence]","[1836, 1912]","[lawrence, edna w., lawrence, w.]","[1898, 1908]",0,googleart_m073zs,"artuk_lawrence, w.","(3485, 2037)",329.0,"[62, 4]"
758,88.0,"[julius leblanc stewart, stewart, julius leblanc, stewart, julius l.]","[1855, 1919]","[horton, dorothy e., stewart, j., stewart, t. j. (mistress)]","[1898, 1908]",0,googleart_m075mcq,"artuk_stewart, j.","(1282, 5608)",71.0,"[43, 11]"
759,100.0,"[both, jan, jan dirksz both]","[1610, 1652]","[both, jan]","[1618, 1652]",1,googleart_m07_m2d,"artuk_both, jan, (1618-1652)","(3712, 552)",137.0,"[8, 0]"
760,100.0,"[george washington lambert, george washington thomas lambert, lambert, george washington thomas, lambert, george washington, lambert, g. w., lambert, george]","[1873, 1930]","[lewis, w. g. b., w., g.]","[1903, 1913]",0,googleart_m07hdbx,"artuk_w., g.","(745, 6145)",85.0,"[30, 17]"
761,100.0,"[george washington lambert, george washington thomas lambert, lambert, george washington thomas, lambert, george washington, lambert, g. w., lambert, george]","[1873, 1930]","[w., w.]","[1820.0, 1937.0]",0,googleart_m07hdbx,"artuk_w., w.","(745, 6147)",90.0,"[53.0, 7.0]"
762,100.0,[francis bourgeois],"[1753, 1811]","[bourgeois, peter francis]","[1756, 1811]",1,googleart_m07jz5y,"artuk_bourgeois, peter francis, (1756-1811)","(3739, 566)",50.0,"[3, 0]"
763,100.0,"[john william hill, hill, john william, hill, j. w.]","[1812, 1879]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",1,googleart_m07kb7jd,"artuk_j., j.","(3748, 3129)",7.0,"[51, 6]"
764,100.0,"[john william hill, hill, john william, hill, j. w.]","[1812, 1879]","[hill, j. j., hill, james john]","[1811, 1882]",0,googleart_m07kb7jd,"artuk_hill, james john, (1811-1882)","(3748, 2828)",21.0,"[1, 3]"
765,100.0,"[john downman, downman, john]","[1750, 1824]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m07nqkd,artuk_john,"(3764, 3196)",18.0,"[51, 13]"
766,100.0,"[glover, john, john glover]","[1767, 1849]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m07rhbh,artuk_john,"(1183, 3196)",53.0,"[34, 38]"
767,100.0,"[giovanni battista crespi, crespi, giovanni battista]","[1573, 1632]","[crespi, giovanni battista]","[1575, 1632]",1,googleart_m07rn1b,"artuk_crespi, giovanni battista, (1575-1632)","(3771, 1303)",17.0,"[2, 0]"
768,100.0,"[dahl, michael, michael dahl]","[1659, 1743]","[dahl i, michael]","[1656, 1743]",1,googleart_m07vl5j,"artuk_dahl i, michael, (1656-1743)","(3794, 1390)",292.0,"[3, 0]"
769,86.0,[thomas e. stephens],"[1885, 1966]","[ashlin and coleman, coleman, t. a., coleman, thomas a., thomas, a.]","[1940, 1950]",0,googleart_m07yr07,"artuk_thomas, a., (active 1950-1950)","(3804, 5772)",6.0,"[55, 16]"
770,100.0,"[laer, pieter van, pieter van laer]","[1592, 1642]","[bamboccio, bamboots, bodding, nicolaes, bodding, orlando, boddingh, orlando, boddingius, nicolaes, boddink, a. p., laar, pieter jacobsz. van, laer of ds., n. boddingh van, laer, pieter jacobsz. de, laer, pieter jacobsz. van, laer, pieter van, lara, pieter jacobsz. de, van laer, pieter, van laer, pieter boddingh]","[1599, 1641]",0,googleart_m07yxc9,"artuk_van laer, pieter, (1599-1642)","(3806, 6029)",21.0,"[7, 1]"
771,100.0,"[dieric bouts, bouts, dieric (nachfolger), bouts, dieric the elder, dirk bouts]","[1415, 1577.0]","[bouts the elder, dieric]","[1415, 1475]",1,googleart_m07z_y1,"artuk_bouts the elder, dieric, (1415-1475)","(480, 570)",127.0,"[0, 102.0]"
772,86.0,[rover thomas],"[1926, 1998]","[ashlin and coleman, coleman, t. a., coleman, thomas a., thomas, a.]","[1940, 1950]",0,googleart_m080kb7,"artuk_thomas, a., (active 1950-1950)","(3810, 5772)",8.0,"[14, 48]"
773,86.0,[john george brown],"[1831, 1913]","[brown, george h. a., brown, george henry alan, henry, george]","[1862, 1891.0]",0,googleart_m089rsy,"artuk_henry, george,  & hornel, edward atkinson, (1858-1943)","(3835, 2758)",14.0,"[31, 22.0]"
774,100.0,"[lewin, j. w., lewin, john william, john lewin, lewin, john]","[1770, 1819]","[john, sanders, j. a., sanders, john a., sanders, john arnold, saunders, john arnold]","[1801, 1811]",0,googleart_m08jrbz,artuk_john,"(3877, 3196)",29.0,"[31, 8]"
775,100.0,"[arthur wesley dow, dow, arthur w., dow, arthur wesley]","[1857, 1922]","[w., w.]","[1820.0, 1937.0]",0,googleart_m08ktk4,"artuk_w., w.","(3879, 6147)",11.0,"[37.0, 15.0]"
776,100.0,"[greta kempton, mcnamara, a. m. (mistress), kempton, martha greta]","[1901, 1991]","[costerus, a. m. j. m., douwes, a. m. j. m., m., a.]","[1910, 1950.0]",0,googleart_m08p98p,"artuk_m., a.","(3887, 3728)",6.0,"[9, 41.0]"
777,86.0,[martin benka],"[1888, 1971]","[ahearn, martin r., martin, r.]","[1918, 1928]",0,googleart_m08z20c,"artuk_martin, r.","(3904, 3896)",24.0,"[30, 43]"
778,100.0,"[hawthorne, charles webster, hawthorne, charles w., charles webster hawthorne]","[1872, 1930]","[w., w.]","[1820.0, 1937.0]",0,googleart_m0987cd,"artuk_w., w.","(3926, 6147)",12.0,"[52.0, 7.0]"
779,100.0,"[romanino, girolamo romani, romanino, girolamo]","[1484, 1566]","[romanino, girolamo]","[1484, 1560]",1,googleart_m09932z,"artuk_romanino, girolamo, (1484-1560)","(3931, 5069)",30.0,"[0, 6]"
780,100.0,[scarsellino],"[1550, 1620]",[scarsellino],"[1551, 1620]",1,googleart_m099m_6,"artuk_scarsellino, (1551-1620)","(3932, 5230)",24.0,"[1, 0]"
781,100.0,"[john william casilear, casilear, j. h. & g. w., casilear, john william, casilear, john w.]","[1811, 1893]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,googleart_m09fz8b,"artuk_j., j.","(3943, 3129)",11.0,"[52, 20]"
782,100.0,[jonathan richardson],"[1667, 1745]","[richardson the elder, jonathan]","[1664, 1745]",1,googleart_m09v7ccs,"artuk_richardson the elder, jonathan, (1664-1745)","(4001, 4967)",136.0,"[3, 0]"
783,100.0,[apollonio di giovanni],"[1414, 1465]",[apollonio di giovanni di tommaso],"[1415, 1465]",1,googleart_m0_s5dm2,"artuk_apollonio di giovanni di tommaso, (1415-1465)","(4019, 134)",11.0,"[1, 0]"
784,100.0,"[furini, francesco, francesco furini]","[1600, 1646]","[furini, francesco]","[1603, 1646]",1,googleart_m0bcll2,"artuk_furini, francesco, (1603-1646)","(4064, 2123)",28.0,"[3, 0]"
785,90.0,[miloš alexander bazovský],"[1899, 1968]","[alexander, h., alexander, john h., alexander, jon h.]","[1905, 1915]",0,googleart_m0byld2,"artuk_alexander, h.","(4110, 51)",24.0,"[6, 53]"
786,100.0,[michael angelo rooker],"[1743, 1801]","[rooker, michael angelo]","[1746, 1801]",1,googleart_m0cm7wwl,"artuk_rooker, michael angelo, (1746-1801)","(4150, 5078)",12.0,"[3, 0]"
787,88.0,"[holland, james, james holland, holland, j.]","[1799, 1870]","[holland, john]","[1805, 1880]",0,googleart_m0cm9rwp,"artuk_holland, john, (1805-1880)","(2902, 4152)",22.0,"[6, 10]"
788,86.0,"[william callow, callow, william, callow, w., callow, william h.]","[1812, 1908]","[callow, john]","[1822, 1878]",0,googleart_m0cnxxm_,"artuk_callow, john, (1822-1878)","(842, 4158)",23.0,"[10, 30]"
789,89.0,[william strutt],"[1825, 1915]","[stott, william]","[1857, 1900]",0,googleart_m0d9jps,"artuk_stott, william, (1857-1900)","(4204, 5640)",28.0,"[32, 15]"
790,100.0,"[duterrau, benjamin, benjamin duterrau, duterreau, benjamin, duterreau, b.]","[1768, 1851]","[duterrau, benjamin, duterreau, b., duterreau, benjamin]","[1767, 1851]",1,googleart_m0fs1ny,"artuk_duterreau, benjamin, (1767-1851)","(4266, 1772)",5.0,"[1, 0]"
791,88.0,"[gould, william buelow, gould, w. b., william buelow gould, holland, william (1803 maler)]","[1801, 1853]","[holland, j., holland, james]","[1799, 1870]",0,googleart_m0g58x0c,"artuk_holland, james, (1799-1870)","(4285, 2901)",81.0,"[2, 17]"
792,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[lengo y martinez, horacio, lengo y martínez, horacio]","[1840, 1890]",0,googleart_m0g7v0b,"artuk_lengo y martinez, horacio, (1840-1890)","(4291, 3554)",6.0,"[5, 2]"
793,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[casals camps, emili, casals camps, emilio, casals i camps, emili, casals y camps, emilio, casals y cams, emilio]","[1843, 1928]",0,googleart_m0g7v0b,"artuk_casals y camps, emilio, (1843-1928)","(4291, 929)",5.0,"[2, 36]"
794,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[de léon y escosura, ignacio, escosura, ignacio leon y, leon y escosura, ignacio de, león escosura, ignacio de, león y escosura, ignacio de]","[1834, 1901]",0,googleart_m0g7v0b,"artuk_de léon y escosura, ignacio, (1834-1901)","(4291, 1517)",7.0,"[11, 9]"
795,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[galofre giménez, baldomer, galofre giménez, baldomero, galofre i ximenis, baldomer, galofre ramos, baldormero, galofre y giménez, baldomero, galofre y jiménez, baldomero, galofre, baldomer, galofre, baldomere, galofre, baldomero]","[1846, 1902]",0,googleart_m0g7v0b,"artuk_galofre y giménez, baldomero, (1849-1902)","(4291, 2152)",6.0,"[1, 10]"
796,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[aznar y garcia, francisco, aznar y garcía, francisco]","[1831, 1911]",0,googleart_m0g7v0b,"artuk_aznar y garcía, francisco, (1831-1911)","(4291, 200)",5.0,"[14, 19]"
797,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[tusquets maignon, ramon, tusquets maignon, ramón, tusquets y maignon, ramon, tusquets y maignón, ramón, tusquets, ramón]","[1837, 1904]",0,googleart_m0g7v0b,"artuk_tusquets y maignon, ramon, (1837-1904)","(4291, 5919)",5.0,"[8, 12]"
798,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[de madrazo y garreta, raimundo, garreta, raimundo madrazo, madrazo, madrazo garreta, raimundo, madrazo garreta, raimundo de, madrazo y garreta, raimundo, madrazo y garreta, raimundo de, madrazo y kunt, raimundo de, madrazo, raimondo, madrazo, raymond de]","[1841, 1920]",0,googleart_m0g7v0b,"artuk_de madrazo y garreta, raimundo, (1841-1920)","(4291, 1518)",5.0,"[4, 28]"
799,100.0,"[fanny churberg, -y., churberg, fanny, churberg, fanny maria]","[1845, 1892]","[codina i langlín, victorià, codina langlín, victorià, codina y langlin, victoriano, codina y langlín, victoriano, codina, victoriano, codina-langlin, victoriano]","[1844, 1911]",0,googleart_m0g7v0b,"artuk_codina y langlin, victoriano, (1844-1911)","(4291, 1094)",5.0,"[1, 19]"
800,100.0,"[madrazo y garreta, raimundo de, madrazo y kunt, raimundo de, madrazo garreta, raimundo de, raimundo de madrazo y garreta, madrazo y garreta, raimundo, madrazo, madrazo garreta, raimundo, madrazo, raimondo, madrazo, raymond de, garreta, raimundo madrazo]","[1841, 1920]","[de madrazo y garreta, ricardo, madrazo, madrazo garreta, ricardo, madrazo garreta, ricardo federico de, madrazo y garreta, ricardo, madrazo y garreta, ricardo de]","[1852, 1917]",0,googleart_m0g8_54,"artuk_de madrazo y garreta, ricardo, (1852-1917)","(4292, 1519)",9.0,"[11, 3]"
801,100.0,"[francis swaine, swaine, francis]","[1720, 1782]","[swaine, francis]","[1730, 1782]",1,googleart_m0gk7w6,"artuk_swaine, francis, (1730-1782)","(4315, 5696)",33.0,"[10, 0]"
802,100.0,"[w. herbert dunton, herbert, dunton w.]","[1878, 1936]","[w., w.]","[1820.0, 1937.0]",0,googleart_m0gpmb,"artuk_w., w.","(4324, 6147)",10.0,"[58.0, 1.0]"
803,100.0,"[yeats, j. b., yeats, john, john butler yeats, yeats, john butler]","[1839, 1922]","[burbanck, j. m., burbank, j. m., burbank, j. m. (junior), j., j.]","[1863, 1873]",0,googleart_m0k5tr,"artuk_j., j.","(4418, 3129)",5.0,"[24, 49]"
