,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
148,100,"[flinck, govert teunisz., flinck, govaert, govert flinck]","[1615, 1660]","[flinck, govert, govert flinck]","[1601, 1660]",1,"wga_flinck, govert teunisz., (1615-1660)",rijks_rjgd-govert-flinck,"(2492, 1857)",70,"[14, 0]"
745,100,"[fogolino, marcello]","[1485, 1548]","[fogolino, marcello, marcello fogolino]","[1470, 1550]",1,"wga_fogolino, marcello, (1485-1548)",rijks_rjgd-marcello-fogolino,"(6390, 3687)",4,"[15, 2]"
747,89,"[fornenburg, yan bat., fornenburg, jan baptist van, fornenburgh, jan baptist van, monogrammist i b f, monogrammist b f, van fornenburgh, jan baptist, fornenburg, johannes baptista van]","[1585, 1649]",[monogrammist do],"[1623.0, 1623.0]",0,"wga_fornenburgh, jan baptist van, (1585-1649)",rijks_rjgd-monogrammist-do,"(6395, 3925)",2,"[38.0, 26.0]"
746,89,"[fornenburg, yan bat., fornenburg, jan baptist van, fornenburgh, jan baptist van, monogrammist i b f, monogrammist b f, van fornenburgh, jan baptist, fornenburg, johannes baptista van]","[1585, 1649]",[monogrammist cl],"[1625.0, 1625.0]",0,"wga_fornenburgh, jan baptist van, (1585-1649)",rijks_rjgd-monogrammist-cl,"(6395, 3919)",4,"[40.0, 24.0]"
748,89,"[fornenburg, yan bat., fornenburg, jan baptist van, fornenburgh, jan baptist van, monogrammist i b f, monogrammist b f, van fornenburgh, jan baptist, fornenburg, johannes baptista van]","[1585, 1649]",[monogrammist gg],"[1525.0, 1700.0]",0,"wga_fornenburgh, jan baptist van, (1585-1649)",rijks_rjgd-monogrammist-gg,"(6395, 3936)",6,"[60.0, 51.0]"
749,89,"[fornenburg, yan bat., fornenburg, jan baptist van, fornenburgh, jan baptist van, monogrammist i b f, monogrammist b f, van fornenburgh, jan baptist, fornenburg, johannes baptista van]","[1585, 1649]",[monogrammist ta],"[1593.0, 1593.0]",0,"wga_fornenburgh, jan baptist van, (1585-1649)",rijks_rjgd-monogrammist-ta,"(6395, 4018)",3,"[8.0, 56.0]"
750,90,"[franchi, antonio]","[1638, 1709]","[antonio zanchi, zanchi, antonio]","[1612, 1722]",0,"wga_franchi, antonio, (1638-1709)",rijks_rjgd-antonio-zanchi,"(6412, 404)",2,"[26, 13]"
350,100,"[francesco raibolini, francia, francesco]","[1448, 1517]","[francesco di francia, francia, francesco di]","[1450, 1517]",1,"wga_francia, francesco, (1450-1517)",rijks_rjgd-francesco-di-francia,"(3304, 1339)",52,"[2, 0]"
252,100,"[francken, frans ii, frans francken the younger, francken d. j., frans, francken ii, frans]","[1581, 1642]","[francken, frans (ii), frans francken (ii)]","[1505, 1642]",1,"wga_francken, frans ii, (1581-1642)",rijks_rjgd-frans-francken-(ii),"(2982, 1397)",116,"[76, 0]"
177,100,"[franco, battista, battista franco veneziano]","[1510, 1579]","[battista franco, franco, battista]","[1510, 1561]",1,"wga_franco, battista, (1510-1561)",rijks_rjgd-battista-franco,"(2624, 542)",34,"[0, 18]"
751,100,"[franco, giacomo]","[1550, 1620]",[franco],"[1597.0, 1597.0]",0,"wga_franco, giacomo, (1550-1620)",rijks_rjgd-franco,"(6421, 1382)",5,"[47.0, 23.0]"
752,100,"[frisius, simon]","[1580, 1629]","[frisius, simon, simon frisius]","[1575, 1628]",1,"wga_frisius, simon, (1580-1629)",rijks_rjgd-simon-frisius,"(6429, 4751)",398,"[5, 1]"
753,100,"[gargiulo, domenico]","[1609, 1675]","[domenico gargiulo, gargiulo, domenico]","[1612, 1679]",1,"wga_gargiulo, domenico, (1609-1675)",rijks_rjgd-domenico-gargiulo,"(6455, 1166)",4,"[3, 4]"
754,98,"[gaucher, charles-étienne]","[1741, 1804]","[charles etienne gaucher, gaucher, charles etienne]","[1741, 1811]",1,"wga_gaucher, charles-étienne, (1741-1804)",rijks_rjgd-charles-etienne-gaucher,"(6466, 705)",2,"[0, 7]"
755,100,"[geel, jacob van]","[1585, 1638]","[geel, jacob jacobsz van, jacob jacobsz van geel]","[1585, 1637]",1,"wga_geel, jacob van, (1585-1638)",rijks_rjgd-jacob-jacobsz-van-geel,"(6470, 2401)",2,"[0, 1]"
605,100,"[geffels, frans, frans geffels]","[1624, 1694]","[frans geffels, geffels, frans]","[1659.0, 1668.0]",1,"wga_geffels, frans, (1624-1694)",rijks_rjgd-frans-geffels,"(4403, 1399)",16,"[35.0, 26.0]"
756,100,"[geldorp, gortzius]","[1553, 1619]","[geldorp, gortzius, gortzius geldorp]","[1553, 1610.0]",1,"wga_geldorp, gortzius, (1553-1619)",rijks_rjgd-gortzius-geldorp,"(6473, 1846)",12,"[0, 9.0]"
223,100,[giampietrino],"[1495, 1550]","[birago, giampietrino, giampietrino birago]","[1500.0, 1505.0]",0,"wga_giampietrino, (1520-1520)",rijks_rjgd-giampietrino-birago,"(2836, 1695)",34,"[5.0, 45.0]"
1443,96,[giampietrino],"[1495, 1550]",[giampetrino],"[1510.0, 1510.0]",1,"wga_giampietrino, (1520-1520)",rijks_rjgd-giampetrino,"(1694, 2836)",24,"[15.0, 40.0]"
279,100,"[claude gillot, gillot, claude]","[1673, 1722]","[claude gillot, gillot, claude]","[1604, 1722]",1,"wga_gillot, claude, (1673-1722)",rijks_rjgd-claude-gillot,"(3038, 810)",26,"[69, 0]"
757,100,"[gillray, james]","[1756, 1815]","[gillray, james, james gillray]","[1708, 1815]",1,"wga_gillray, james, (1756-1815)",rijks_rjgd-james-gillray,"(6507, 2574)",10,"[48, 0]"
758,100,[giovanni da milano],"[1350, 1365.0]",[giovanni da milano],"[1360.0, 1360.0]",1,"wga_giovanni da milano, (1350-1350)",rijks_rjgd-giovanni-da-milano,"(6517, 1772)",33,"[10.0, 5.0]"
759,100,[giovanni di francesco del cervelliera],"[1412, 1459]",[giovanni di francesco del cervelliera],"[1449, 1459]",1,"wga_giovanni di francesco del cervelliera, (1412-1459)",rijks_rjgd-giovanni-di-francesco-del-cervelliera,"(6526, 1775)",6,"[37, 0]"
486,100,[giovanni di paolo],"[1395, 1482]",[giovanni di paolo di grazia],"[1403, 1447.0]",1,"wga_giovanni di paolo, (1399-1482)",rijks_rjgd-giovanni-di-paolo-di-grazia,"(3891, 1776)",76,"[8, 35.0]"
760,100,"[gourmont, jean de]","[1483, 1551]","[gourmont, jean de (i), jean de gourmont (i)]","[1483, 1557]",1,"wga_gourmont, jean de, (1483-1551)",rijks_rjgd-jean-de-gourmont-(i),"(6553, 2937)",7,"[0, 6]"
31,100,"[goya y lucientes, francisco, goya y lucientes, francisco josé de, de goya, francisco, goya, francisco de, goya, francisco-josé, goya y lucientes, francisco de, goya y lucientes, francesco josé de, francisco josé de goya y lucientes, francisco goya]","[1746, 1828]","[francisco de goya, goya, francisco de]","[1703, 1828]",1,"wga_goya y lucientes, francisco de, (1746-1828)",rijks_rjgd-francisco-de-goya,"(653, 1373)",1343,"[43, 0]"
761,92,"[graat, barent]","[1628, 1709]","[barend graat, graat, barend]","[1628, 1711]",1,"wga_graat, barent, (1628-1709)",rijks_rjgd-barend-graat,"(6555, 498)",8,"[0, 2]"
297,100,"[grandville, gérard, gérard, jean-ignace-isidore, gérard, ignace isodore, g., ..., grandville, jean-ignace gerard, grandville, j.-j., gérard, ignace j., gérard, jean j., grandville, jean-ignace isidore gérard, jean ignace isidore gérard grandville, grandville, jean ignace isadore, grandville, gérard, isidore, grandville, j. j. [j], grandville, jean-ignace-isidor, granville, jean j., grandville, jean j., gérard, jean ignace isidore, grandville, jean-jacques, grandville, jean i., grandville, jean ignace isidor]","[1803, 1847]","[g.a. de wildt, wildt, g.a. de]","[1823.0, 1833.0]",0,"wga_grandville, jean-jacques, (1803-1847)",rijks_rjgd-g.a.-de-wildt,"(3072, 1519)",20,"[20.0, 14.0]"
296,100,"[grandville, gérard, gérard, jean-ignace-isidore, gérard, ignace isodore, g., ..., grandville, jean-ignace gerard, grandville, j.-j., gérard, ignace j., gérard, jean j., grandville, jean-ignace isidore gérard, jean ignace isidore gérard grandville, grandville, jean ignace isadore, grandville, gérard, isidore, grandville, j. j. [j], grandville, jean-ignace-isidor, granville, jean j., grandville, jean j., gérard, jean ignace isidore, grandville, jean-jacques, grandville, jean i., grandville, jean ignace isidor]","[1803, 1847]","[g.m. heaton, heaton, g.m.]","[1827.0, 1827.0]",0,"wga_grandville, jean-jacques, (1803-1847)",rijks_rjgd-g.m.-heaton,"(3072, 1524)",20,"[24.0, 20.0]"
299,100,"[grandville, gérard, gérard, jean-ignace-isidore, gérard, ignace isodore, g., ..., grandville, jean-ignace gerard, grandville, j.-j., gérard, ignace j., gérard, jean j., grandville, jean-ignace isidore gérard, jean ignace isidore gérard grandville, grandville, jean ignace isadore, grandville, gérard, isidore, grandville, j. j. [j], grandville, jean-ignace-isidor, granville, jean j., grandville, jean j., gérard, jean ignace isidore, grandville, jean-jacques, grandville, jean i., grandville, jean ignace isidor]","[1803, 1847]","[doornik, j.g., j.g. doornik]","[1803.0, 1803.0]",0,"wga_grandville, jean-jacques, (1803-1847)",rijks_rjgd-j.g.-doornik,"(3072, 2330)",19,"[0.0, 44.0]"
298,100,"[grandville, gérard, gérard, jean-ignace-isidore, gérard, ignace isodore, g., ..., grandville, jean-ignace gerard, grandville, j.-j., gérard, ignace j., gérard, jean j., grandville, jean-ignace isidore gérard, jean ignace isidore gérard grandville, grandville, jean ignace isadore, grandville, gérard, isidore, grandville, j. j. [j], grandville, jean-ignace-isidor, granville, jean j., grandville, jean j., gérard, jean ignace isidore, grandville, jean-jacques, grandville, jean i., grandville, jean ignace isidor]","[1803, 1847]","[coutteau, g., g. coutteau]","[1837.0, 1837.0]",0,"wga_grandville, jean-jacques, (1803-1847)",rijks_rjgd-g.-coutteau,"(3072, 1511)",19,"[34.0, 10.0]"
