,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wga","artist_id_artuk",
310,86,"[schuffenecker, emile]","[1851, 1934]","[schuffenecker, claude émile]","[1851, 1934]",1,"schuffenecker, emile, (1851-1934)","schuffenecker, claude émile, (1851-1934)",
311,86,"[schönfeld, johann heinrich]","[1609, 1683]","[roos, johann heinrich]","[1631, 1685]",0,"schönfeld, johann heinrich, (1609-1683)","roos, johann heinrich, (1631-1685)",
312,87,"[scrots, guillaume]","[1537, 1553]","[scrots, guillim]","[1537, 1553]",1,"scrots, guillaume, (1537-1553)","scrots, guillim, (1537-1553)",
313,85,"[snijers, peter]","[1681, 1752]","[snyers, peeter]","[1681, 1752]",1,"snijers, peter, (1681-1752)","snyers, peeter, (1681-1752)",
314,89,"[stoskopff, sébastien]","[1597, 1657]","[stoskopf, sebastian]","[1597, 1657]",1,"stoskopff, sébastien, (1597-1657)","stoskopf, sebastian, (1597-1657)",
315,88,"[susini, francesco]","[1585, 1653]","[furini, francesco]","[1603, 1646]",0,"susini, francesco, (1585-1653)","furini, francesco, (1603-1646)",
316,90,"[teniers, david the younger]","[1610, 1690]","[teniers ii, david,]","[1612, 1653]",0,"teniers, david the younger, (1610-1690)","teniers ii, david,  & peeters, gillis, (1612-1653)",
317,90,"[teniers, david the younger]","[1610, 1690]","[teniers ii, david,]","[1609, 1685]",0,"teniers, david the younger, (1610-1690)","teniers ii, david,  & saftleven the younger, herman, (1609-1685)",
318,90,"[teniers, david the younger]","[1610, 1690]","[teniers ii, david]","[1610, 1690]",0,"teniers, david the younger, (1610-1690)","teniers ii, david, (1610-1690)",
319,87,"[thijs, pieter]","[1624, 1677]","[thys, pieter]","[1624, 1677]",1,"thijs, pieter, (1624-1677)","thys, pieter, (1624-1677)",
320,87,"[thijs, pieter]","[1624, 1677]","[rijs, pieter]","[1705, 1705]",0,"thijs, pieter, (1624-1677)","rijs, pieter, (1705-1705)",
321,86,"[tischbein, johann heinrich the elder]","[1722, 1789]","[müntz, johann heinrich]","[1727, 1798]",0,"tischbein, johann heinrich the elder, (1722-1789)","müntz, johann heinrich, (1727-1798)",
322,86,"[tischbein, johann heinrich the younger]","[1742, 1808]","[müntz, johann heinrich]","[1727, 1798]",0,"tischbein, johann heinrich the younger, (1742-1808)","müntz, johann heinrich, (1727-1798)",
323,85,"[trotti, giovanni battista]","[1555, 1619]","[paggi, giovanni battista]","[1554, 1627]",0,"trotti, giovanni battista, (1555-1619)","paggi, giovanni battista, (1554-1627)",
324,85,"[trotti, giovanni battista]","[1555, 1619]","[viola, giovanni battista]","[1576, 1622]",0,"trotti, giovanni battista, (1555-1619)","viola, giovanni battista, (1576-1622)",
325,97,"[troy, jean-françois de]","[1679, 1752]","[detroy, jean-françois]","[1679, 1752]",1,"troy, jean-françois de, (1679-1752)","detroy, jean-françois, (1679-1752)",
326,88,"[tura, giovanni francesco]","[1485, 1546]","[rustici, giovanni francesco]","[1474, 1554]",0,"tura, giovanni francesco, (1485-1546)","rustici, giovanni francesco, (1474-1554)",
327,88,"[tura, giovanni francesco]","[1485, 1546]","[caroto, giovanni francesco]","[1480, 1555]",0,"tura, giovanni francesco, (1485-1546)","caroto, giovanni francesco, (1480-1555)",
328,89,"[velde, jan jansz. van de]","[1619, 1662]","[van de velde iii, jan]","[1620, 1662]",1,"velde, jan jansz. van de, (1619-1662)","van de velde iii, jan, (1620-1662)",
329,88,"[velde, jan van de, i]","[1569, 1623]","[van de velde i, esaias]","[1587, 1630]",0,"velde, jan van de, i, (1569-1623)","van de velde i, esaias, (1587-1630)",
330,85,"[verkolje, johannes i]","[1650, 1693]","[verkolje, jan i]","[1650, 1693]",1,"verkolje, johannes i, (1650-1693)","verkolje, jan i, (1650-1693)",
331,86,"[vermeer van haarlem, jan the elder]","[1628, 1691]","[vermeer of haarlem ii, jan]","[1628, 1691]",1,"vermeer van haarlem, jan the elder, (1628-1691)","vermeer of haarlem ii, jan, (1628-1691)",
332,85,"[verstraelen, anthonie]","[1594, 1641]","[beerstraten, anthonie]","[1635, 1665]",0,"verstraelen, anthonie, (1594-1641)","beerstraten, anthonie, (1635-1665)",
333,87,"[vois, arie de]","[1630, 1680]","[de vois, ary]","[1632, 1680]",1,"vois, arie de, (1630-1680)","de vois, ary, (1632-1680)",
334,87,"[wijck, thomas]","[1616, 1677]","[wyck, thomas]","[1616, 1677]",1,"wijck, thomas, (1616-1677)","wyck, thomas, (1616-1677)",
335,87,"[wynants, jan]","[1630, 1684]","[wijnants, jan,]","[1636, 1672]",1,"wynants, jan, (1630-1684)","wijnants, jan,  & van de velde, adriaen, (1636-1672)",
336,87,"[wynants, jan]","[1630, 1684]","[wijnants, jan]","[1635, 1684]",1,"wynants, jan, (1630-1684)","wijnants, jan, (1635-1684)",
337,85,"[falda, giovanni battista]","[1643, 1678]","[spinelli, giovanni battista]","[1630, 1660]",0,"falda, giovanni battista, (1643-1678)","spinelli, giovanni battista, (1630-1660)",
338,85,"[falda, giovanni battista]","[1643, 1678]","[langetti, giovanni battista,]","[1603, 1678]",0,"falda, giovanni battista, (1643-1678)","langetti, giovanni battista,  & pietro della vecchia, (1603-1678)",
339,85,"[falda, giovanni battista]","[1643, 1678]","[gaulli, giovanni battista]","[1639, 1709]",0,"falda, giovanni battista, (1643-1678)","gaulli, giovanni battista, (1639-1709)",
340,85,"[falda, giovanni battista]","[1643, 1678]","[ruoppolo, giovanni battista]","[1629, 1693]",0,"falda, giovanni battista, (1643-1678)","ruoppolo, giovanni battista, (1629-1693)",
341,85,"[falda, giovanni battista]","[1643, 1678]","[langetti, giovanni battista]","[1635, 1676]",0,"falda, giovanni battista, (1643-1678)","langetti, giovanni battista, (1635-1676)",
342,85,"[falda, giovanni battista]","[1643, 1678]","[recco, giovanni battista]","[1615, 1660]",0,"falda, giovanni battista, (1643-1678)","recco, giovanni battista, (1615-1660)",
343,85,"[falda, giovanni battista]","[1643, 1678]","[volpato, giovanni battista]","[1633, 1706]",0,"falda, giovanni battista, (1643-1678)","volpato, giovanni battista, (1633-1706)",
344,85,"[falda, giovanni battista]","[1643, 1678]","[benaschi, giovanni battista]","[1636, 1688]",0,"falda, giovanni battista, (1643-1678)","benaschi, giovanni battista, (1636-1688)",
345,85,"[falda, giovanni battista]","[1643, 1678]","[carlone, giovanni battista]","[1603, 1684]",0,"falda, giovanni battista, (1643-1678)","carlone, giovanni battista, (1603-1684)",
346,85,"[pars, william]","[1742, 1782]","[palmer, william]","[1763, 1790]",0,"pars, william, (1742-1782)","palmer, william, (1763-1790)",
347,85,"[pars, william]","[1742, 1782]","[parker, william]","[1730, 1735]",0,"pars, william, (1742-1782)","parker, william, (1730-1735)",
348,85,"[peto, john frederick]","[1854, 1907]","[herring ii, john frederick]","[1815, 1907]",0,"peto, john frederick, (1854-1907)","herring ii, john frederick, (1815-1907)",
349,85,"[peto, john frederick]","[1854, 1907]","[statham, frederick john nuttall]","[1880, 1880]",0,"peto, john frederick, (1854-1907)","statham, frederick john nuttall, (1880-1880)",
350,85,"[peto, john frederick]","[1854, 1907]","[cleall, frederick john]","[1840, 1924]",0,"peto, john frederick, (1854-1907)","cleall, frederick john, (1840-1924)",
351,85,"[peto, john frederick]","[1854, 1907]","[bacon, john henry frederick]","[1868, 1914]",0,"peto, john frederick, (1854-1907)","bacon, john henry frederick, (1868-1914)",
352,85,"[peto, john frederick]","[1854, 1907]","[hiles, frederick john bartram]","[1872, 1927]",0,"peto, john frederick, (1854-1907)","hiles, frederick john bartram, (1872-1927)",
353,85,"[peto, john frederick]","[1854, 1907]","[marshall, john frederick]","[1875, 1890]",0,"peto, john frederick, (1854-1907)","marshall, john frederick, (1875-1890)",
354,85,"[peto, john frederick]","[1854, 1907]","[pettinger, john frederick]","[1877, 1939]",0,"peto, john frederick, (1854-1907)","pettinger, john frederick, (1877-1939)",
355,85,"[peto, john frederick]","[1854, 1907]","[udell, frederick john]","[1925, 1925]",0,"peto, john frederick, (1854-1907)","udell, frederick john, (1925-1925)",
356,85,"[peto, john frederick]","[1854, 1907]","[loos, john frederick]","[1861, 1902]",0,"peto, john frederick, (1854-1907)","loos, john frederick, (1861-1902)",
357,85,"[peto, john frederick]","[1854, 1907]","[dutton, john frederick harrison]","[1872, 1909]",0,"peto, john frederick, (1854-1907)","dutton, john frederick harrison, (1872-1909)",
358,87,"[teniers, david the younger]","[1610, 1690]","[teniers iii, david]","[1638, 1685]",0,"teniers, david the younger, (1610-1690)","teniers iii, david, (1638-1685)",
359,85,"[murer, christoph]","[1558, 1614]","[amberger, christoph]","[1540.0, 1550.0]",0,"murer, christoph, (1558-1614)","amberger, christoph",
360,100,"[aken, joseph van]","[1699, 1749]","[van aken, joseph]","[1695, 1745]","True","aken, joseph van, (1699-1749)","van aken, joseph,  & davison, jeremiah, (1695-1745)",
361,100,"[audubon, john james]","[1785, 1851]","[john]","[1800.0, 1800.0]",0,"audubon, john james, (1785-1851)","john",
362,100,"[backhuysen, ludolf]","[1630, 1708]","[backhuysen i, ludolf]","[1621, 1707]","True","backhuysen, ludolf, (1630-1708)","backhuysen i, ludolf,  & dubbels, hendrik jacobsz., (1621-1707)",
363,100,"[barker, thomas jones]","[1813, 1882]","[barker, thomas jones]","[1815, 1882]","True","barker, thomas jones, (1813-1882)","barker, thomas jones, (1815-1882)",
364,100,"[barker, thomas jones]","[1813, 1882]","[thomas, thomas]","[1854, 1896]",0,"barker, thomas jones, (1813-1882)","thomas, thomas, (1854-1896)",
365,100,"[barker, thomas jones]","[1813, 1882]","[thomas]","[1862.0, 1862.0]",0,"barker, thomas jones, (1813-1882)","thomas",
366,100,"[barker, thomas jones]","[1813, 1882]","[jones]","[1850.0, 1850.0]",0,"barker, thomas jones, (1813-1882)","jones & betteridge of birmingham",
367,100,"[barker, thomas jones]","[1813, 1882]","[barker]","[1837.0, 1837.0]",0,"barker, thomas jones, (1813-1882)","barker",
368,100,"[barker, thomas]","[1769, 1847]","[barker]","[1837.0, 1837.0]",0,"barker, thomas, (1769-1847)","barker",
369,100,"[barret, george]","[1728, 1784]","[barret the elder, george]","[1733, 1807]","True","barret, george, (1728-1784)","barret the elder, george,  & gilpin, sawrey, (1733-1807)",
370,100,"[barret, george]","[1728, 1784]","[barret the younger, george]","[1795.0, 1795.0]",0,"barret, george, (1728-1784)","barret the younger, george,  & barret, william",
371,100,"[bartolomeo di giovanni]","[1480, 1510]","[bartolomeo di giovanni]","[1475, 1505]","True","bartolomeo di giovanni, (1480-1510)","bartolomeo di giovanni, (1475-1505)",
372,100,"[bartolomeo di giovanni]","[1480, 1510]","[bartolomeo di giovanni, active –]","[1446, 1516]",0,"bartolomeo di giovanni, (1480-1510)","bartolomeo di giovanni, active – & biagio d'antonio, (1446-1516)",
373,100,"[beerstraten, anthonie]","[1635, 1665]","[beerstraten, anthonie, active –]","[1644, 1644]","True","beerstraten, anthonie, (1635-1665)","beerstraten, anthonie, active – & beerstraten, abraham, (1644-1644)",
374,100,"[bentley, charles]","[1805, 1854]","[bentley, charles]","[1808, 1854]","True","bentley, charles, (1805-1854)","bentley, charles, (1808-1854)",
375,100,"[bentley, charles]","[1805, 1854]","[bentley, charles edward]","[1858, 1858]",0,"bentley, charles, (1805-1854)","bentley, charles edward, (1858-1858)",
376,100,"[berchem, nicolaes]","[1620, 1683]","[berchem, nicolaes pietersz]","[1628, 1685]","True","berchem, nicolaes, (1620-1683)","berchem, nicolaes pietersz,  & hackaert, jan, (1628-1685)",
377,100,"[beyeren, abraham van]","[1620, 1690]","[van beyeren, abraham]","[1640, 1698]",0,"beyeren, abraham van, (1620-1690)","van beyeren, abraham,  & steenwijck, abraham, (1640-1698)",
378,100,"[bilivert, giovanni]","[1585, 1644]","[bilivert, giovanni]","[1577, 1621]","True","bilivert, giovanni, (1585-1644)","bilivert, giovanni,  & allori, cristofano, (1577-1621)",
379,100,"[bilivert, giovanni]","[1585, 1644]","[bilivert, giovanni]","[1576, 1644]","True","bilivert, giovanni, (1585-1644)","bilivert, giovanni, (1576-1644)",
380,100,"[bogdány, jakab]","[1660, 1724]","[bogdany, jakob]","[1647, 1727]","True","bogdány, jakab, (1660-1724)","bogdany, jakob,  & van der vaart, jan, (1647-1727)",
381,100,"[bonheur, rosa]","[1822, 1899]","[bonheur, rosa]","[1824, 1899]","True","bonheur, rosa, (1822-1899)","bonheur, rosa,  & micas, nathalie, (1824-1899)",
382,100,"[bonington, richard parkes]","[1802, 1828]","[bonington, richard]","[1768, 1835]",0,"bonington, richard parkes, (1802-1828)","bonington, richard, (1768-1835)",
383,100,"[bonington, richard parkes]","[1802, 1828]","[bonington, richard parkes]","[1793, 1872]","True","bonington, richard parkes, (1802-1828)","bonington, richard parkes,  & carpenter, margaret sarah, (1793-1872)",
384,100,"[boonen, arnold]","[1669, 1729]","[arnold]","[1682, 1710]",0,"boonen, arnold, (1669-1729)","arnold, (1682-1710)",
385,100,"[bosschaert, ambrosius the younger]","[1609, 1645]","[bosschaert the younger, ambrosius]","[1612, 1643]","True","bosschaert, ambrosius the younger, (1609-1645)","bosschaert the younger, ambrosius,  & bosschaert, abraham, (1612-1643)",
386,100,"[bossche, balthasar van den]","[1681, 1715]","[van den bossche, balthasar]","[1663, 1720]","True","bossche, balthasar van den, (1681-1715)","van den bossche, balthasar,  & thomas, gerard, (1663-1720)",
387,100,"[both, jan]","[1618, 1652]","[both, jan]","[1611, 1641]","True","both, jan, (1618-1652)","both, jan,  & both, andries dirksz., (1611-1641)",
388,100,"[botticelli, sandro]","[1444, 1510]","[botticelli, sandro]","[1457, 1504]","True","botticelli, sandro, (1444-1510)","botticelli, sandro,  & lippi, filippino, (1457-1504)",
389,100,"[botticelli, sandro]","[1445, 1510]","[botticelli, sandro]","[1444, 1510]","True","botticelli, sandro, (1445-1510)","botticelli, sandro, (1444-1510)",
390,100,"[botticelli, sandro]","[1445, 1510]","[botticelli, sandro]","[1457, 1504]","True","botticelli, sandro, (1445-1510)","botticelli, sandro,  & lippi, filippino, (1457-1504)",
391,100,"[boys, thomas shotter]","[1803, 1874]","[thomas]","[1862.0, 1862.0]",0,"boys, thomas shotter, (1803-1874)","thomas",
392,100,"[brueghel, abraham]","[1631, 1697]","[brueghel, abraham]","[1631, 1690]","True","brueghel, abraham, (1631-1697)","brueghel, abraham, (1631-1690)",
393,100,"[brueghel, abraham]","[1631, 1697]","[brueghel, abraham]","[1628, 1679]","True","brueghel, abraham, (1631-1697)","brueghel, abraham,  & courtois, guillaume, (1628-1679)",
394,100,"[brueghel, jan the elder]","[1568, 1625]","[brueghel the elder, jan]","[1600, 1652]","True","brueghel, jan the elder, (1568-1625)","brueghel the elder, jan,  & van avont, peeter, (1600-1652)",
395,100,"[brueghel, jan the younger]","[1601, 1678]","[brueghel the younger, jan]","[1600, 1652]","True","brueghel, jan the younger, (1601-1678)","brueghel the younger, jan,  & van avont, peeter, (1600-1652)",
396,100,"[burne-jones, edward]","[1833, 1898]","[jones]","[1850.0, 1850.0]",0,"burne-jones, edward, (1833-1898)","jones & betteridge of birmingham",
397,100,"[cappelle, jan van de]","[1624, 1679]","[van de cappelle, jan]","[1626, 1679]","True","cappelle, jan van de, (1624-1679)","van de cappelle, jan, (1626-1679)",
398,100,"[cappelle, jan van de]","[1624, 1679]","[van de cappelle, jan]","[1621, 1707]","True","cappelle, jan van de, (1624-1679)","van de cappelle, jan,  & dubbels, hendrik jacobsz., (1621-1707)",
399,100,"[cappelle, jan van de]","[1626, 1679]","[van de cappelle, jan]","[1621, 1707]","True","cappelle, jan van de, (1626-1679)","van de cappelle, jan,  & dubbels, hendrik jacobsz., (1621-1707)",
400,100,"[caravaggio]","[1571, 1610]","[cecco del caravaggio]","[1589, 1589]",0,"caravaggio, (1571-1610)","cecco del caravaggio, (1589-1589)",
401,100,"[carracci, annibale]","[1560, 1602]","[carracci, annibale]","[1560, 1609]","True","carracci, annibale, (1560-1602)","carracci, annibale, (1560-1609)",
402,100,"[carracci, annibale]","[1560, 1602]","[carracci, annibale]","[1555, 1619]","True","carracci, annibale, (1560-1602)","carracci, annibale,  & carracci, ludovico, (1555-1619)",
403,100,"[carracci, annibale]","[1560, 1609]","[carracci, annibale]","[1555, 1619]","True","carracci, annibale, (1560-1609)","carracci, annibale,  & carracci, ludovico, (1555-1619)",
404,100,"[cerquozzi, michelangelo]","[1602, 1660]","[cerquozzi, michelangelo]","[1604, 1670]","True","cerquozzi, michelangelo, (1602-1660)","cerquozzi, michelangelo,  & codazzi, viviano, (1604-1670)",
405,100,"[chandler, john westbrooke]","[1764, 1804]","[chandler, john westbrooke]","[1764, 1807]","True","chandler, john westbrooke, (1764-1804)","chandler, john westbrooke, (1764-1807)",
406,100,"[chandler, john westbrooke]","[1764, 1804]","[john]","[1800.0, 1800.0]",0,"chandler, john westbrooke, (1764-1804)","john",
407,100,"[charles, james]","[1851, 1906]","[lewis, charles james]","[1830, 1892]",0,"charles, james, (1851-1906)","lewis, charles james, (1830-1892)",
408,100,"[charles, james]","[1851, 1906]","[james, frederick charles]","[1873, 1926]",0,"charles, james, (1851-1906)","james, frederick charles, (1873-1926)",
409,100,"[charles, james]","[1851, 1906]","[lauder, charles james]","[1841, 1920]",0,"charles, james, (1851-1906)","lauder, charles james, (1841-1920)",
410,100,"[charles, james]","[1851, 1906]","[harris, james charles]","[1831, 1904]",0,"charles, james, (1851-1906)","harris, james charles, (1831-1904)",
411,100,"[charles, james]","[1851, 1906]","[adams, charles james]","[1859, 1931]",0,"charles, james, (1851-1906)","adams, charles james, (1859-1931)",
412,100,"[cimaroli, giovanni battista]","[1687, 1771]","[cimaroli, giovanni battista]","[1697, 1768]","True","cimaroli, giovanni battista, (1687-1771)","cimaroli, giovanni battista,  & piazzetta, giovanni battista,  & canaletto, (1697-1768)",
413,100,"[claesz., pieter]","[1597, 1661]","[claesz., pieter]","[1597, 1660]","True","claesz., pieter, (1597-1661)","claesz., pieter, (1597-1660)",
414,100,"[claesz., pieter]","[1597, 1661]","[soutman, pieter claesz.]","[1580, 1657]",0,"claesz., pieter, (1597-1661)","soutman, pieter claesz., (1580-1657)",
415,100,"[cleveley, john the younger]","[1747, 1786]","[john]","[1800.0, 1800.0]",0,"cleveley, john the younger, (1747-1786)","john",
416,100,"[closterman, john]","[1660, 1711]","[closterman, john baptist]","[1690, 1713]",0,"closterman, john, (1660-1711)","closterman, john baptist, (1690-1713)",
417,100,"[constable, john]","[1776, 1837]","[john]","[1800.0, 1800.0]",0,"constable, john, (1776-1837)","john",
418,100,"[cooper, thomas sidney]","[1803, 1902]","[thomas, thomas]","[1854, 1896]",0,"cooper, thomas sidney, (1803-1902)","thomas, thomas, (1854-1896)",
419,100,"[cooper, thomas sidney]","[1803, 1902]","[thomas]","[1862.0, 1862.0]",0,"cooper, thomas sidney, (1803-1902)","thomas",
420,100,"[copley, john singleton]","[1738, 1815]","[john]","[1800.0, 1800.0]",0,"copley, john singleton, (1738-1815)","john",
421,100,"[cotman, john sell]","[1782, 1842]","[john]","[1800.0, 1800.0]",0,"cotman, john sell, (1782-1842)","john",
422,100,"[couture, thomas]","[1815, 1879]","[thomas]","[1862.0, 1862.0]",0,"couture, thomas, (1815-1879)","thomas",
423,100,"[couture, thomas]","[1815, 1879]","[thomas, thomas]","[1854, 1896]",0,"couture, thomas, (1815-1879)","thomas, thomas, (1854-1896)",
424,100,"[crome, john]","[1768, 1821]","[crome, john]","[1794, 1842]","True","crome, john, (1768-1821)","crome, john,  & crome, john berney, (1794-1842)",
425,100,"[crome, john]","[1768, 1821]","[crome, john berney]","[1794, 1842]",0,"crome, john, (1768-1821)","crome, john berney, (1794-1842)",
426,100,"[crome, john]","[1768, 1821]","[john]","[1800.0, 1800.0]",0,"crome, john, (1768-1821)","john",
427,100,"[cuylenborch, abraham van]","[1610, 1658]","[van cuylenborch, abraham]","[1610, 1686]","True","cuylenborch, abraham van, (1610-1658)","van cuylenborch, abraham,  & stoop, dirck, (1610-1686)",
428,100,"[dahl, michael]","[1659, 1743]","[dahl i, michael]","[1669, 1723]","True","dahl, michael, (1659-1743)","dahl i, michael,  & agar, charles d', (1669-1723)",
429,100,"[dahl, michael]","[1659, 1743]","[dahl i, michael]","[1656, 1743]","True","dahl, michael, (1659-1743)","dahl i, michael, (1656-1743)",
430,100,"[danby, francis]","[1793, 1861]","[danby, james francis]","[1816, 1875]",0,"danby, francis, (1793-1861)","danby, james francis, (1816-1875)",
431,100,"[devis, anthony]","[1729, 1816]","[devis, thomas anthony]","[1757, 1810]","True","devis, anthony, (1729-1816)","devis, thomas anthony, (1757-1810)",
432,100,"[devis, thomas anthony]","[1757, 1810]","[devis, anthony]","[1729, 1816]","True","devis, thomas anthony, (1757-1810)","devis, anthony, (1729-1816)",
433,100,"[downman, john]","[1750, 1824]","[john]","[1800.0, 1800.0]",0,"downman, john, (1750-1824)","john",
434,100,"[eakins, thomas]","[1844, 1916]","[thomas]","[1862.0, 1862.0]",0,"eakins, thomas, (1844-1916)","thomas",
435,100,"[eakins, thomas]","[1844, 1916]","[thomas, thomas]","[1854, 1896]",0,"eakins, thomas, (1844-1916)","thomas, thomas, (1854-1896)",
436,100,"[fearnley, thomas]","[1802, 1842]","[thomas]","[1862.0, 1862.0]",0,"fearnley, thomas, (1802-1842)","thomas",
437,100,"[ferneley, john]","[1782, 1860]","[ferneley i, john e.]","[1824, 1847]",0,"ferneley, john, (1782-1860)","ferneley i, john e.,  & johnson, henry, (1824-1847)",
438,100,"[ferneley, john]","[1782, 1860]","[john]","[1800.0, 1800.0]",0,"ferneley, john, (1782-1860)","john",
439,100,"[ferneley, john]","[1782, 1860]","[ferneley ii, john]","[1814, 1862]",0,"ferneley, john, (1782-1860)","ferneley ii, john, (1814-1862)",
440,100,"[ferrari, defendente]","[1485, 1540]","[ferrari, defendente]","[1480, 1540]","True","ferrari, defendente, (1485-1540)","ferrari, defendente, (1480-1540)",
441,100,"[ferrari, defendente]","[1485, 1540]","[ferrari, defendente, –]","[1460, 1530]","True","ferrari, defendente, (1485-1540)","ferrari, defendente, – & bramantino, (1460-1530)",
442,100,"[flaxman, john]","[1755, 1826]","[john]","[1800.0, 1800.0]",0,"flaxman, john, (1755-1826)","john",
443,100,"[francesco di giorgio martini]","[1439, 1502]","[francesco di giorgio martini]","[1439, 1501]","True","francesco di giorgio martini, (1439-1502)","francesco di giorgio martini, (1439-1501)",
444,100,"[francesco di giorgio martini]","[1439, 1502]","[francesco di giorgio martini]","[1447, 1500]","True","francesco di giorgio martini, (1439-1502)","francesco di giorgio martini,  & neroccio de' landi, (1447-1500)",
445,100,"[francken, frans ii]","[1581, 1642]","[francken ii, frans]","[1564, 1635]","True","francken, frans ii, (1581-1642)","francken ii, frans,  & de momper the younger, joos, (1564-1635)",
446,100,"[fuseli, john henry]","[1741, 1825]","[fuseli, henry]","[1746, 1831]","True","fuseli, john henry, (1741-1825)","fuseli, henry,  & northcote, james, (1746-1831)",
447,100,"[fuseli, john henry]","[1741, 1825]","[john]","[1800.0, 1800.0]",0,"fuseli, john henry, (1741-1825)","john",
448,100,"[fyt, jan]","[1611, 1661]","[fyt, jan]","[1607, 1678]","True","fyt, jan, (1611-1661)","fyt, jan,  & quellinus ii, erasmus, (1607-1678)",
449,100,"[gainsborough, thomas]","[1727, 1788]","[gainsborough, thomas]","[1754, 1797]","True","gainsborough, thomas, (1727-1788)","gainsborough, thomas,  & dupont, gainsborough, (1754-1797)",
450,100,"[giulio romano]","[1499, 1546]","[giulio romano]","[1496, 1528]","True","giulio romano, (1499-1546)","giulio romano,  & penni, gianfrancesco, (1496-1528)",
451,100,"[glover, john]","[1767, 1849]","[john]","[1800.0, 1800.0]",0,"glover, john, (1767-1849)","john",
452,100,"[gordon, john watson]","[1788, 1864]","[watson]","[1780.0, 1968.0]",0,"gordon, john watson, (1788-1864)","watson",
453,100,"[gordon, john watson]","[1788, 1864]","[john]","[1800.0, 1800.0]",0,"gordon, john watson, (1788-1864)","john",
454,100,"[gore, spencer frederick]","[1878, 1914]","[spencer]","[1820.0, 1986.0]",0,"gore, spencer frederick, (1878-1914)","spencer",
455,100,"[gore, spencer frederick]","[1878, 1914]","[gore, spencer]","[1881, 1953]",0,"gore, spencer frederick, (1878-1914)","gore, spencer,  & rutherston, albert, (1881-1953)",
456,100,"[guardi, gianantonio]","[1699, 1760]","[guardi, antonio]","[1697, 1768]","True","guardi, gianantonio, (1699-1760)","guardi, antonio,  & canaletto, (1697-1768)",
457,100,"[hamilton, john]","[1750, 1750]","[mortimer, john hamilton]","[1740, 1779]",0,"hamilton, john, (1750-1750)","mortimer, john hamilton, (1740-1779)",
458,100,"[hamilton, john]","[1750, 1750]","[john]","[1800.0, 1800.0]",0,"hamilton, john, (1750-1750)","john",
459,100,"[harding, james duffield]","[1798, 1863]","[harding, james duffield]","[1791, 1844]","True","harding, james duffield, (1798-1863)","harding, james duffield,  & briggs, henry perronet, (1791-1844)",
460,100,"[heusch, jacob de]","[1657, 1701]","[de heusch, jacob]","[1642, 1693]","True","heusch, jacob de, (1657-1701)","de heusch, jacob,  & codazzi, niccolò, (1642-1693)",
461,100,"[heyden, jan van der]","[1637, 1712]","[van der heyden, jan]","[1636, 1672]","True","heyden, jan van der, (1637-1712)","van der heyden, jan,  & van de velde, adriaen, (1636-1672)",
462,100,"[hodges, william]","[1744, 1797]","[hodges, william]","[1742, 1782]","True","hodges, william, (1744-1797)","hodges, william,  & pars, william, (1742-1782)",
463,100,"[hogarth, william]","[1697, 1764]","[hogarth, william]","[1700, 1765]","True","hogarth, william, (1697-1764)","hogarth, william,  & lambert, george, (1700-1765)",
464,100,"[honthorst, gerrit van]","[1590, 1656]","[van honthorst, gerrit]","[1575, 1642]","True","honthorst, gerrit van, (1590-1656)","van honthorst, gerrit,  & reni, guido, (1575-1642)",
465,100,"[hoppner, john]","[1758, 1810]","[john]","[1800.0, 1800.0]",0,"hoppner, john, (1758-1810)","john",
466,100,"[hoppner, john]","[1758, 1810]","[hoppner, john]","[1753, 1827]","True","hoppner, john, (1758-1810)","hoppner, john,  & beaumont, george howland, (1753-1827)",
467,100,"[hoppner, john]","[1758, 1810]","[hoppner, john]","[1733, 1807]","True","hoppner, john, (1758-1810)","hoppner, john,  & gilpin, sawrey, (1733-1807)",
468,100,"[houbraken, arnold]","[1660, 1719]","[arnold]","[1682, 1710]",0,"houbraken, arnold, (1660-1719)","arnold, (1682-1710)",
469,100,"[hudson, thomas]","[1701, 1779]","[hudson, thomas]","[1699, 1749]","True","hudson, thomas, (1701-1779)","hudson, thomas,  & van aken, joseph, (1699-1749)",
470,100,"[huggins, william john]","[1781, 1845]","[john]","[1800.0, 1800.0]",0,"huggins, william john, (1781-1845)","john",
471,100,"[hunt, william holman]","[1827, 1910]","[hunt, william]","[1888, 1911]","True","hunt, william holman, (1827-1910)","hunt, william, (1888-1911)",
472,100,"[hunt, william morris]","[1824, 1879]","[morris, william]","[1833, 1898]",0,"hunt, william morris, (1824-1879)","morris, william,  & rossetti, dante gabriel,  & burne-jones, edward, (1833-1898)",
473,100,"[hunt, william morris]","[1824, 1879]","[morris, william]","[1834, 1896]",0,"hunt, william morris, (1824-1879)","morris, william, (1834-1896)",
474,100,"[huysmans, jan baptist]","[1654, 1716]","[huysmans, jan baptist]","[1634, 1715]","True","huysmans, jan baptist, (1654-1716)","huysmans, jan baptist,  & quellinus, jan erasmus, (1634-1715)",
475,100,"[huysum, jan van]","[1682, 1749]","[van huysum, jan]","[1669, 1729]","True","huysum, jan van, (1682-1749)","van huysum, jan,  & boonen, arnold, (1669-1729)",
476,100,"[huysum, jan van]","[1682, 1749]","[van huysum, jan]","[1673, 1746]","True","huysum, jan van, (1682-1749)","van huysum, jan,  & verkolje, nicolaas, (1673-1746)",
