,score,names_wiki+googleart+wga,dates_wiki+googleart+wga,names_meisterwerke,dates_meisterwerke,is_same,artist_id_wiki+googleart+wga,artist_id_meisterwerke,idx,total_works_count,year_diff
132,86,"[hoare, william, william hoare]","[1707, 1792]","[hogarth, william]","[1728.0, 1759.0]",1,"hoare, william, (1707-1792)","hogarth, william","(2922, 787)",72,"[21.0, 33.0]"
133,96,"[rosa, salvator, salvator rosa]","[1615, 1673]","[rosa, salvatore]","[1650.0, 1650.0]",1,m037xrb,"rosa, salvatore","(2938, 1749)",99,"[35.0, 23.0]"
134,95,"[ruysdael, salomon van, salomon van ruysdael]","[1602, 1670]","[ruisdael, salomon van]","[1632.0, 1639.0]",1,m037zzs,"ruisdael, salomon van","(2939, 1765)",70,"[30.0, 31.0]"
135,97,"[orley, bernaert van, bernard van orley]","[1487, 1542]","[orley, bernaerd van]","[1519.0, 1550.0]",1,"orley, bernaert van, (1491-1542)","orley, bernaerd van","(2944, 1541)",43,"[32.0, 8.0]"
136,95,[emil orlík],"[1870, 1932]","[orlik, emil]","[1902.0, 1905.0]",1,m038zms,"orlik, emil","(2945, 1542)",16,"[32.0, 27.0]"
137,88,[frans francken the younger],"[1581, 1642]","[francken d. a., frans]","[1600.0, 1600.0]",0,m03cvr00,"francken d. a., frans","(3027, 595)",13,"[19.0, 42.0]"
138,88,[frans francken the younger],"[1581, 1642]","[francken d. j., frans]","[1600.0, 1650.0]",1,m03cvr00,"francken d. j., frans","(3027, 597)",44,"[19.0, 8.0]"
139,92,[willem claeszoon heda],"[1594, 1680]","[heda, willem claesz.]","[1629.0, 1651.0]",1,m03f_6c,"heda, willem claesz.","(3078, 744)",19,"[35.0, 29.0]"
140,96,[antonis mor],"[1517, 1576]","[mor, anthonis]","[1554.0, 1554.0]",1,m03fs2x,"mor, anthonis","(3084, 1460)",13,"[37.0, 22.0]"
141,98,"[allaert van everdingen, everdingen, allaert van]","[1621, 1675]","[everdingen, allart van]","[1650.0, 1650.0]",1,"everdingen, allaert van, (1621-1675)","everdingen, allart van","(3095, 530)",563,"[29.0, 25.0]"
142,86,"[everdingen, caesar van, caesar van everdingen]","[1616, 1678]","[everdingen, allart van]","[1650.0, 1650.0]",0,"everdingen, caesar van, (1617-1678)","everdingen, allart van","(3096, 530)",20,"[34.0, 28.0]"
143,85,[ludolf bakhuizen],"[1630, 1708]","[backhuysen, ludolf]","[1667.0, 1667.0]",1,m03fzrv,"backhuysen, ludolf","(3097, 98)",17,"[37.0, 41.0]"
144,94,"[mander, karel van, the elder, karel van mander]","[1548, 1606]","[mander, carel van]","[1550.0, 1550.0]",1,m03hgvy,"mander, carel van","(3119, 1152)",26,"[2.0, 56.0]"
145,89,"[frans van mieris the elder, mieris, frans van, the elder]","[1635, 1681]","[mieris d. a., frans van]","[1670.0, 1672.0]",1,m03k9mn,"mieris d. a., frans van","(3142, 1426)",32,"[35.0, 9.0]"
146,97,"[niccolò dell'abbate, abbate, niccolò dell']","[1509, 1571]","[abbate, niccolo dell']","[1550.0, 1560.0]",1,"abbate, niccolò dell', (1509-1571)","abbate, niccolo dell'","(3145, 1)",16,"[41.0, 11.0]"
147,90,"[velde, willem van de, the elder, willem van de velde the elder]","[1611, 1693]","[velde d. j., willem van de]","[1650.0, 1650.0]",0,"velde, willem van de, the elder, (1611-1693)","velde d. j., willem van de","(3148, 2034)",22,"[39.0, 43.0]"
148,98,"[largillière, nicolas de, nicolas de largillière]","[1656, 1746]","[largilliere, nicolas de]","[1700.0, 1730.0]",1,m03mb6n,"largilliere, nicolas de","(3160, 1020)",43,"[44.0, 16.0]"
149,97,"[hendrick avercamp, avercamp, hendrick]","[1585, 1634]","[avercamp, hendrik]","[1610.0, 1620.0]",1,m03ncj,"avercamp, hendrik","(3179, 92)",54,"[25.0, 14.0]"
150,85,[charles nègre],"[1820, 1880]","[gleyre, charles]","[1850.0, 1850.0]",0,m04647l5,"gleyre, charles","(3272, 671)",13,"[30.0, 30.0]"
151,89,[wen zhengming],"[1470, 1559]",[wen cheng-ming],"[1549.0, 1549.0]",1,m04bk8y,wen cheng-ming,"(3310, 2101)",18,"[79.0, 10.0]"
152,91,[lorenzo di credi],"[1459, 1537]","[credi, lorenzo di]","[1550.0, 1550.0]",1,m04jn_t,"credi, lorenzo di","(3376, 420)",22,"[91.0, 13.0]"
153,98,"[luis tristán, tristán de escamilla, luis]","[1586, 1624]","[tristan de escamilla, luis]","[1616.0, 1616.0]",1,m04my3wc,"tristan de escamilla, luis","(3403, 1986)",10,"[30.0, 8.0]"
154,95,[jan kupecký],"[1667, 1740]","[kupecky, jan]","[1709.0, 1716.0]",1,m053_h1,"kupecky, jan","(3493, 1007)",10,"[42.0, 24.0]"
155,88,"[jozef israëls, israëls, jozef]","[1824, 1911]","[israels, josef]","[1878.0, 1878.0]",1,m056100,"israels, josef","(3509, 874)",100,"[54.0, 33.0]"
156,89,"[francisco herrera the elder, herrera, francisco de, the elder]","[1576, 1656]","[herrera d. a., francisco]","[1650.0, 1650.0]",1,m05_wb7,"herrera d. a., francisco","(3533, 761)",11,"[74.0, 6.0]"
157,97,"[françois clouet, clouet, françois]","[1510, 1572]","[clouet, francois]","[1559.0, 1571.0]",1,"clouet, françois, (1510-1572)","clouet, francois","(3584, 381)",28,"[49.0, 1.0]"
158,92,"[jaume huguet, huguet, jaume]","[1412, 1492]","[huguet, jaime]","[1464.0, 1464.0]",1,m05sxdkl,"huguet, jaime","(3642, 809)",28,"[52.0, 28.0]"
159,98,[charles-andré van loo],"[1705, 1765]","[loo, charles andre van]","[1747.0, 1747.0]",1,m05yppx,"loo, charles andre van","(3655, 1080)",22,"[42.0, 18.0]"
160,94,"[saenredam, pieter jansz, pieter jansz. saenredam]","[1597, 1665]","[saenredam, pieter janszoon]","[1642.0, 1642.0]",1,m06dy7j,"saenredam, pieter janszoon","(3727, 1773)",108,"[45.0, 23.0]"
161,94,"[szinyei merse, pál, pál szinyei merse]","[1845, 1920]","[szinei-merse, pal]","[1873.0, 1873.0]",1,"szinyei merse, pál, (1845-1920)","szinei-merse, pal","(3733, 1941)",20,"[28.0, 47.0]"
162,89,[zhou fang],"[730, 800]",[chou fang],"[750.0, 750.0]",1,m06qmgf,chou fang,"(3746, 364)",10,"[20.0, 50.0]"
163,88,[philip de koninck],"[1619, 1688]","[koninck, philips]","[1650.0, 1670.0]",1,m06sc73,"koninck, philips","(3753, 983)",21,"[31.0, 18.0]"
164,87,[john sartain],"[1808, 1897]","[martin, john]","[1812.0, 1853.0]",0,m07p3q3,"martin, john","(3880, 1168)",10,"[4.0, 44.0]"
165,97,"[jean-étienne liotard, liotard, étienne]","[1702, 1789]","[liotard, jean-etienne]","[1739.0, 1782.0]",1,"liotard, étienne, (1702-1789)","liotard, jean-etienne","(3902, 1067)",63,"[37.0, 7.0]"
166,85,[thomas baines],"[1820, 1875]","[eakins, thomas]","[1850.0, 1900.0]",0,m08brqz,"eakins, thomas","(3974, 506)",17,"[30.0, 25.0]"
167,97,[kawanabe kyōsai],"[1831, 1889]",[kawanabe kyosai],"[1850.0, 1882.0]",1,m08pdpn,kawanabe kyosai,"(4013, 935)",216,"[19.0, 7.0]"
168,86,[cosimo tura],"[1430, 1495]","[tura, cosme]","[1450.0, 1484.0]",1,m08vnm4,"tura, cosme","(4024, 2001)",47,"[20.0, 11.0]"
169,96,[maruyama ōkyo],"[1733, 1795]",[maruyama okyo],"[1750.0, 1776.0]",1,m0992xl,maruyama okyo,"(4056, 1172)",32,"[17.0, 19.0]"
170,98,"[fabre, françois-xavier, françois-xavier fabre]","[1766, 1837]","[fabre, francois-xavier]","[1800.0, 1800.0]",1,m09m4tr,"fabre, francois-xavier","(4102, 537)",12,"[34.0, 37.0]"
171,96,[sakai hōitsu],"[1761, 1828]",[sakai hoitsu],"[1801.0, 1821.0]",1,m0b4f_y,sakai hoitsu,"(4170, 1777)",25,"[40.0, 7.0]"
172,99,"[marco palmezzano, palmezzano, marco]","[1459, 1539]","[palmezzano, marco]","[1550.0, 1550.0]",1,m0b4p0z,"palmezzano, marco","(4171, 1560)",14,"[91.0, 11.0]"
173,99,"[marco palmezzano, palmezzano, marco]","[1459, 1539]","[palmezzano, marco (und gehilfen)]","[1550.0, 1550.0]",1,m0b4p0z,"palmezzano, marco (und gehilfen)","(4171, 1561)",12,"[91.0, 11.0]"
174,97,"[lami, eugène louis, eugène lami]","[1800, 1890]","[lami, eugene-louis]","[1843.0, 1843.0]",1,m0chrmp,"lami, eugene-louis","(4297, 1015)",11,"[43.0, 47.0]"
175,86,"[hans holbein the elder, holbein, hans the elder]","[1460, 1524]","[holbein d. a., hans]","[1493.0, 1517.0]",1,"holbein, hans the elder, (1460-1524)","holbein d. a., hans","(4337, 788)",40,"[33.0, 7.0]"
176,86,"[hans holbein the elder, holbein, hans the elder]","[1460, 1524]","[holbein d. j., hans]","[1516.0, 1543.0]",0,"holbein, hans the elder, (1460-1524)","holbein d. j., hans","(4337, 789)",111,"[56.0, 19.0]"
177,97,"[marées, hans von, hans von marées]","[1837, 1887]","[marees, hans von]","[1859.0, 1887.0]",1,m0d619j,"marees, hans von","(4357, 1161)",71,"[22.0, 0.0]"
178,95,[bartholomeus spranger],"[1546, 1611]","[spranger, bartholomaus]","[1600.0, 1600.0]",1,m0ddd7x,"spranger, bartholomaus","(4367, 1896)",42,"[54.0, 11.0]"
179,97,[françois bonvin],"[1817, 1887]","[bonvin, francois]","[1867.0, 1867.0]",1,m0dll5c,"bonvin, francois","(4383, 202)",31,"[50.0, 20.0]"
180,98,"[schäufelein, hans leonhard, hans leonhard schäufelein]","[1480, 1540]","[schaufelein, hans leonhard]","[1507.0, 1515.0]",1,"schäufelein, hans leonhard, (1480-1538)","schaufelein, hans leonhard","(4415, 1800)",60,"[27.0, 25.0]"
181,85,"[meléndez, luis, luis egidio meléndez]","[1716, 1780]","[melendez, luis eugenio]","[1750.0, 1750.0]",1,m0gc_2m,"melendez, luis eugenio","(4474, 1402)",27,"[34.0, 30.0]"
182,98,"[françois-hubert drouais, drouais, françois-hubert]","[1727, 1775]","[drouais, francois hubert]","[1758.0, 1758.0]",1,"drouais, françois-hubert, (1727-1775)","drouais, francois hubert","(4475, 489)",11,"[31.0, 17.0]"
183,88,[jacob de gheyn iii],"[1596, 1641]","[gheyn ii, jacob (jacques) de]","[1612.0, 1612.0]",0,m0gr0dc,"gheyn ii, jacob (jacques) de","(4502, 649)",30,"[16.0, 29.0]"
184,97,[eduard gaertner],"[1801, 1877]","[gartner, eduard]","[1818.0, 1872.0]",1,m0gydqvf,"gartner, eduard","(4532, 631)",64,"[17.0, 5.0]"
185,87,[cornelis van haarlem],"[1562, 1638]","[dalem, cornelius van]","[1560.0, 1560.0]",0,m0h7dyz,"dalem, cornelius van","(4567, 437)",51,"[2.0, 78.0]"
186,87,"[cranach, lucas the younger, lucas cranach the younger]","[1515, 1586]","[cranach d. j., lucas]","[1540.0, 1564.0]",1,"cranach, lucas the younger, (1515-1586)","cranach d. j., lucas","(4608, 418)",67,"[25.0, 22.0]"
187,87,"[cranach, lucas the younger, lucas cranach the younger]","[1515, 1586]","[cranach d. a., lucas]","[1502.0, 1550.0]",0,"cranach, lucas the younger, (1515-1586)","cranach d. a., lucas","(4608, 417)",143,"[13.0, 36.0]"
188,98,"[heinrich füger, füger, friedrich heinrich]","[1751, 1818]","[fuger, heinrich friedrich]","[1783.0, 1815.0]",1,m0kt0nc,"fuger, heinrich friedrich","(4615, 617)",22,"[32.0, 3.0]"
189,97,"[allori, alessandro, alessandro allori]","[1535, 1607]","[allori, allessandro]","[1571.0, 1601.0]",1,m0rvt,"allori, allessandro","(4643, 31)",38,"[36.0, 6.0]"
190,87,"[asselyn, jan]","[1610, 1652]","[asselijn, jan]","[1630.0, 1630.0]",1,"asselyn, jan, (1610-1652)","asselijn, jan","(5979, 87)",14,"[20.0, 22.0]"
191,97,"[baldovinetti, alessio]","[1425, 1499]","[baldovinetti, alesso]","[1457.0, 1470.0]",1,"baldovinetti, alessio, (1425-1499)","baldovinetti, alesso","(6004, 104)",12,"[32.0, 29.0]"
192,91,"[berckheyde, job adriaensz]","[1630, 1693]","[berckheyde, gerrit adriaensz]","[1650.0, 1696.0]",0,"berckheyde, job adriaensz, (1630-1693)","berckheyde, gerrit adriaensz","(6091, 150)",11,"[20.0, 3.0]"
193,95,"[buffalmacco, bounamico]","[1315, 1336]","[buffalmacco, buonamico]","[1355.0, 1355.0]",1,"buffalmacco, bounamico, (1315-1336)","buffalmacco, buonamico","(6270, 258)",16,"[40.0, 19.0]"
194,97,"[carlevaris, luca]","[1663, 1730]","[carlevarijs, luca]","[1720.0, 1720.0]",1,"carlevaris, luca, (1663-1730)","carlevarijs, luca","(6337, 301)",27,"[57.0, 10.0]"
195,88,"[cot, pierre-auguste]","[1837, 1883]","[renoir, pierre-auguste]","[1864.0, 1919.0]",0,"cot, pierre-auguste, (1837-1883)","renoir, pierre-auguste","(6489, 1700)",257,"[27.0, 36.0]"
196,97,"[eyck, barthélemy d']","[1444, 1469]","[eyck, barthelemy d']","[1444.0, 1444.0]",1,"eyck, barthélemy d', (1444-1469)","eyck, barthelemy d'","(6681, 532)",17,"[0.0, 25.0]"
197,90,"[francken, frans ii]","[1581, 1642]","[francken d. j., frans]","[1600.0, 1650.0]",1,"francken, frans ii, (1581-1642)","francken d. j., frans","(6767, 597)",60,"[19.0, 8.0]"
198,90,"[francken, frans ii]","[1581, 1642]","[francken d. a., frans]","[1600.0, 1600.0]",0,"francken, frans ii, (1581-1642)","francken d. a., frans","(6767, 595)",29,"[19.0, 42.0]"
199,90,"[francken, frans ii]","[1581, 1642]","[francken d. a., frans (und werkstatt)]","[1600.0, 1600.0]",0,"francken, frans ii, (1581-1642)","francken d. a., frans (und werkstatt)","(6767, 596)",29,"[19.0, 42.0]"
200,88,"[francken, frans iii]","[1607, 1667]","[francken d. j., frans]","[1600.0, 1650.0]",0,"francken, frans iii, (1607-1667)","francken d. j., frans","(6768, 597)",34,"[7.0, 17.0]"
201,96,"[gossart, jan]","[1478, 1532]","[gossaert, jan]","[1505.0, 1550.0]",1,"gossart, jan, (1478-1532)","gossaert, jan","(6907, 680)",168,"[27.0, 18.0]"
202,96,"[gärtner, eduard]","[1801, 1877]","[gartner, eduard]","[1818.0, 1872.0]",1,"gärtner, eduard, (1801-1877)","gartner, eduard","(7005, 631)",66,"[17.0, 5.0]"
203,94,"[hobbema, meyndert]","[1638, 1709]","[hobbema, meindert]","[1650.0, 1692.0]",1,"hobbema, meyndert, (1638-1709)","hobbema, meindert","(7076, 780)",32,"[12.0, 17.0]"
204,86,"[holt, edwin frederick]","[1830, 1912]","[church, frederick edwin]","[1846.0, 1877.0]",0,"holt, edwin frederick, (1830-1912)","church, frederick edwin","(7084, 371)",55,"[16.0, 35.0]"
205,93,"[horemans, jan jozef ii]","[1714, 1790]","[horemans, jan josef i.]","[1712.0, 1712.0]",0,"horemans, jan jozef ii, (1714-1790)","horemans, jan josef i.","(7090, 799)",11,"[2.0, 78.0]"
206,96,"[krüger, franz]","[1797, 1857]","[kruger, franz]","[1819.0, 1851.0]",1,"krüger, franz, (1797-1857)","kruger, franz","(7226, 996)",15,"[22.0, 6.0]"
207,94,"[la hire, laurent de]","[1606, 1656]","[la hyre, laurent de la]","[1640.0, 1646.0]",1,"la hire, laurent de, (1606-1656)","la hyre, laurent de la","(7235, 1009)",20,"[34.0, 10.0]"
208,95,"[lampi, johann baptist i]","[1751, 1830]","[lampi d. a., johann-baptist]","[1793.0, 1797.0]",1,"lampi, johann baptist i, (1751-1830)","lampi d. a., johann-baptist","(7246, 1016)",10,"[42.0, 33.0]"
209,88,"[levitan, isaak ilyich]","[1860, 1900]","[lewitan, isaak ilitsch]","[1889.0, 1900.0]",1,"levitan, isaak ilyich, (1860-1900)","lewitan, isaak ilitsch","(7304, 1049)",10,"[29.0, 0.0]"
210,88,"[licinio, bernardino]","[1489, 1565]","[luini, bernardino]","[1518.0, 1550.0]",0,"licinio, bernardino, (1489-1565)","luini, bernardino","(7316, 1097)",14,"[29.0, 15.0]"
211,96,"[linard, jacques]","[1600, 1645]","[linard, jaques]","[1638.0, 1650.0]",1,"linard, jacques, (1600-1645)","linard, jaques","(7325, 1064)",10,"[38.0, 5.0]"
212,94,"[loth, johann karl]","[1632, 1698]","[loth, johann carl]","[1659.0, 1680.0]",1,"loth, johann karl, (1632-1698)","loth, johann carl","(7356, 1089)",10,"[27.0, 18.0]"
213,95,[margarito d'arezzo],"[1250, 1290]","[d' arezzo, margaritone]","[1250.0, 1250.0]",1,"margarito d'arezzo, (1250-1290)","d' arezzo, margaritone","(7411, 433)",11,"[0.0, 40.0]"
214,90,[master francke],"[1400, 1500]",[meister francke],"[1415.0, 1435.0]",1,"master francke, (1400-1500)",meister francke,"(7442, 1364)",18,"[15.0, 65.0]"
215,86,[master of hohenfurth],"[1350, 1350]",[meister von hohenfurth],"[1345.0, 1360.0]",1,"master of hohenfurth, (1350-1350)",meister von hohenfurth,"(7467, 1382)",74,"[5.0, 10.0]"
216,97,"[ostade, isaack van]","[1621, 1649]","[ostade, isaac van]","[1640.0, 1645.0]",1,"ostade, isaack van, (1621-1649)","ostade, isaac van","(8175, 1549)",19,"[19.0, 4.0]"
217,90,"[patenier, joachim]","[1480, 1524]","[patinir, joachim]","[1520.0, 1524.0]",1,"patenier, joachim, (1480-1524)","patinir, joachim","(8225, 1568)",23,"[40.0, 0.0]"
218,96,"[pucelle, jean]","[1319, 1334]","[pucelles, jean]","[1320.0, 1320.0]",1,"pucelle, jean, (1319-1334)","pucelles, jean","(8340, 1661)",14,"[1.0, 14.0]"
219,86,"[rombouts, theodor]","[1597, 1637]","[roos, theodor]","[1669.0, 1669.0]",0,"rombouts, theodor, (1597-1637)","roos, theodor","(8511, 1747)",10,"[72.0, 32.0]"
220,88,"[santerre, jean-baptiste]","[1651, 1717]","[pater, jean-baptiste]","[1730.0, 1735.0]",0,"santerre, jean-baptiste, (1651-1717)","pater, jean-baptiste","(8585, 1567)",10,"[79.0, 18.0]"
221,97,"[savery, roelandt]","[1576, 1639]","[savery, roelant]","[1612.0, 1624.0]",1,"savery, roelandt, (1576-1639)","savery, roelant","(8597, 1793)",30,"[36.0, 15.0]"
222,98,"[slingeland, pieter cornelisz. van]","[1640, 1691]","[slingelandt, pieter cornelisz van]","[1673.0, 1673.0]",1,"slingeland, pieter cornelisz. van, (1640-1691)","slingelandt, pieter cornelisz van","(8676, 1874)",11,"[33.0, 18.0]"
223,98,"[spranger, bartholomaeus]","[1546, 1611]","[spranger, bartholomaus]","[1600.0, 1600.0]",1,"spranger, bartholomaeus, (1546-1611)","spranger, bartholomaus","(8704, 1896)",13,"[54.0, 11.0]"
224,87,"[teniers, david the elder]","[1582, 1649]","[teniers d. j., david]","[1633.0, 1652.0]",0,"teniers, david the elder, (1582-1649)","teniers d. j., david","(8772, 1952)",114,"[51.0, 3.0]"
225,90,"[toeput, lodewijk]","[1550, 1605]","[toeput, lodewyk]","[1587.0, 1587.0]",1,"toeput, lodewijk, (1550-1605)","toeput, lodewyk","(8803, 1975)",16,"[37.0, 18.0]"
226,95,"[tura, cosmè]","[1430, 1495]","[tura, cosme]","[1450.0, 1484.0]",1,"tura, cosmè, (1430-1495)","tura, cosme","(8833, 2001)",90,"[20.0, 11.0]"
227,92,"[verbruggen, gaspar peeter the younger]","[1664, 1730]","[verbruggen d. a., gaspar peeter]","[1661.0, 1661.0]",0,"verbruggen, gaspar peeter the younger, (1664-1730)","verbruggen d. a., gaspar peeter","(9195, 2045)",12,"[3.0, 69.0]"
228,96,"[waldmüller, fedinand georg]","[1793, 1865]","[waldmuller, ferdinand georg]","[1819.0, 1865.0]",1,"waldmüller, fedinand georg, (1793-1865)","waldmuller, ferdinand georg","(9288, 2074)",156,"[26.0, 0.0]"
229,87,[zanino di pietro],"[1389, 1448]","[pietro, sano di]","[1450.0, 1450.0]",0,"zanino di pietro, (1389-1448)","pietro, sano di","(9351, 1606)",13,"[61.0, 2.0]"
230,94,"[zuccaro, federico]","[1542, 1609]","[zuccari, federico]","[1560.0, 1566.0]",1,"zuccaro, federico, (1542-1609)","zuccari, federico","(9366, 2161)",16,"[18.0, 43.0]"
231,93,"[zuccaro, taddeo]","[1529, 1566]","[zuccari, taddeo]","[1550.0, 1559.0]",1,"zuccaro, taddeo, (1529-1566)","zuccari, taddeo","(9367, 2162)",16,"[21.0, 7.0]"
232,88,"[alexandre-gabriel decamps, decamps, alexandre gabriel]","[1803, 1860]","[gabriel, c.]","[1820.0, 1820.0]",0,m05jc3j,"gabriel, c.","(623, 3589)",27,"[17.0, 40.0]"
233,88,"[dante gabriel rossetti, rossetti, dante gabriel]","[1828, 1882]","[gabriel, c.]","[1820.0, 1820.0]",0,dante-gabriel-rossetti,"gabriel, c.","(623, 433)",230,"[8.0, 62.0]"
234,89,"[jean-baptiste van loo, loo, jean-baptiste van]","[1684, 1745]","[mour, jean-baptiste van]","[1699.0, 1750.0]",0,m05yr79,"mour, jean-baptiste van","(1481, 3656)",18,"[15.0, 5.0]"
235,90,"[friedrich wilhelm schadow, schadow, wilhelm von]","[1788, 1862]","[schaub, friedrich wilhelm]","[1780.0, 1780.0]",0,m03jsw8,"schaub, friedrich wilhelm","(1799, 3140)",10,"[8.0, 82.0]"
236,93,"[tischbein, johann heinrich wilhelm, johann heinrich wilhelm tischbein]","[1751, 1829]","[tischbein d. a., johann heinrich]","[1766.0, 1766.0]",0,m09z1t0,"tischbein d. a., johann heinrich","(1966, 4145)",13,"[15.0, 63.0]"
237,85,"[tischbein, johann heinrich wilhelm, johann heinrich wilhelm tischbein]","[1751, 1829]","[tischbein, anton wilhelm]","[1785.0, 1785.0]",0,m09z1t0,"tischbein, anton wilhelm","(1967, 4145)",13,"[34.0, 44.0]"
238,100,"[monticelli, adolphe, adolphe monticelli, adolphe joseph thomas monticelli]","[1824, 1886]","[monticelli, adolphe joseph thomas]","[1876.0, 1883.0]",1,m03fr81,"monticelli, adolphe joseph thomas","(18, 1458)",57,"[52.0, 3.0]"
239,100,"[adriaen brouwer, brouwer, adriaen]","[1605, 1638]","[brouwer, adriaen]","[1632.0, 1640.0]",1,adriaen-brouwer,"brouwer, adriaen","(19, 246)",82,"[27.0, 2.0]"
240,100,"[adriaen van de velde, velde, adriaen van de]","[1636, 1672]","[velde, adriaen van de]","[1658.0, 1660.0]",1,"velde, adriaen van de, (1636-1672)","velde, adriaen van de","(20, 2035)",152,"[22.0, 12.0]"
241,100,"[adriaen van de venne, adriaen pietersz van de venne, venne, adriaen pietersz. van de]","[1589, 1662]","[venne, adriaen pietersz. van de]","[1625.0, 1625.0]",1,m04bg7r,"venne, adriaen pietersz. van de","(21, 2044)",164,"[36.0, 37.0]"
242,100,"[ostade, adriaen jansz. van, adriaen van ostade]","[1610, 1685]","[ostade, adriaen van]","[1647.0, 1673.0]",1,m0395px,"ostade, adriaen van","(22, 1548)",481,"[37.0, 12.0]"
243,100,"[aelbert jacobsz cuyp, cuyp, aelbert, aelbert cuyp]","[1620, 1691]","[cuyp, aelbert]","[1660.0, 1660.0]",1,"cuyp, aelbert, (1620-1691)","cuyp, aelbert","(25, 431)",136,"[40.0, 31.0]"
244,100,"[agnolo di cosimo di mariano, bronzino, agnolo bronzino, bronzino, agnolo]","[1503, 1572]","[bronzino, angelo]","[1528.0, 1555.0]",1,"bronzino, agnolo, (1503-1572)","bronzino, angelo","(30, 245)",259,"[25.0, 17.0]"
245,100,"[akseli gallen-kallela, gallen-kallela, akseli, akseli gallen kallela, axél waldemar gallén]","[1865, 1931]","[gallen-kallela, akseli]","[1884.0, 1925.0]",1,akseli-gallen-kallela,"gallen-kallela, akseli","(38, 627)",108,"[19.0, 6.0]"
246,100,"[albert samuel anker, albert anker]","[1831, 1910]","[anker, albert]","[1900.0, 1900.0]",1,albert-anker,"anker, albert","(42, 57)",105,"[69.0, 10.0]"
247,100,"[albert bierstadt, bierstadt, albert]","[1830, 1902]","[bierstadt, albert]","[1850.0, 1900.0]",1,albert-bierstadt,"bierstadt, albert","(43, 169)",447,"[20.0, 2.0]"
248,100,[albert pinkham ryder],"[1847, 1917]","[ryder, albert pinkham]","[1890.0, 1910.0]",1,albert-pinkham-ryder,"ryder, albert pinkham","(53, 1770)",79,"[43.0, 7.0]"
249,100,"[albrecht altdorfer, altdorfer, albrecht]","[1480, 1538]","[altdorfer, albrecht]","[1506.0, 1535.0]",1,"altdorfer, albrecht, (1480-1538)","altdorfer, albrecht","(61, 36)",544,"[26.0, 3.0]"
250,100,"[ignacy aleksander gierymski, aleksander gierymski]","[1850, 1901]","[gierymski, aleksander]","[1850.0, 1850.0]",1,aleksander-gierymski,"gierymski, aleksander","(69, 652)",22,"[0.0, 51.0]"
251,100,"[sisley, alfred, alfred sisley]","[1839, 1899]","[sisley, alfred]","[1865.0, 1895.0]",1,m01qpyr,"sisley, alfred","(97, 1870)",625,"[26.0, 4.0]"
252,100,"[ramsay, allan, allan ramsay]","[1713, 1784]","[ramsay, allan]","[1755.0, 1766.0]",1,m01gtf4,"ramsay, allan","(109, 1678)",69,"[42.0, 18.0]"
253,100,"[andrea del castagno, andrea di bartolo di bargilla]","[1421, 1457]",[andrea del castagno],"[1450.0, 1450.0]",1,andrea-del-castagno,andrea del castagno,"(131, 50)",95,"[29.0, 7.0]"
254,100,"[andrea del sarto, andrea d'agnolo di francesco di luca di paolo del migliore]","[1486, 1530]","[sarto, andrea del]","[1510.0, 1530.0]",1,"andrea del sarto, (1486-1530)","sarto, andrea del","(132, 1791)",149,"[24.0, 0.0]"
255,100,"[andrea del verrocchio, verrocchio, andrea del, andrea di michele di francesco de' cioni]","[1435, 1488]","[verrocchio, andrea del]","[1475.0, 1475.0]",1,"verrocchio, andrea del, (1435-1488)","verrocchio, andrea del","(133, 2053)",27,"[40.0, 13.0]"
256,100,"[anne-louis girodet de roussy-trioson, girodet de roucy-trioson, anne-louis, anne louis girodet, anne-louis girodet]","[1767, 1824]","[girodet-trioson, anne-louis]","[1808.0, 1850.0]",1,anne-louis-girodet,"girodet-trioson, anne-louis","(146, 667)",53,"[41.0, 26.0]"
257,100,"[annibale carracci, carracci, annibale]","[1560, 1609]","[carracci, annibale]","[1550.0, 1650.0]",1,m017t6m,"carracci, annibale","(151, 307)",294,"[10.0, 41.0]"
258,100,"[pesne, antoine, antoine pesne]","[1683, 1757]","[pesne, antoine]","[1711.0, 1750.0]",1,"pesne, antoine, (1683-1757)","pesne, antoine","(155, 1588)",94,"[28.0, 7.0]"
259,100,"[jean-antoine watteau, antoine watteau, watteau, jean-antoine]","[1684, 1721]","[watteau, antoine]","[1710.0, 1720.0]",1,m01k7k8,"watteau, antoine","(156, 2089)",286,"[26.0, 1.0]"
260,100,"[antonello da messina, antonello di giovanni di antonio]","[1430, 1479]",[antonello da messina],"[1450.0, 1478.0]",1,"antonello da messina, (1430-1479)",antonello da messina,"(160, 60)",140,"[20.0, 1.0]"
261,100,[arthur hughes],"[1832, 1915]","[hughes, arthur]","[1845.0, 1856.0]",1,m05wms5,"hughes, arthur","(192, 808)",45,"[13.0, 59.0]"
262,100,[august macke],"[1887, 1914]","[macke, august]","[1905.0, 1915.0]",1,m02_dfv,"macke, august","(210, 1104)",296,"[18.0, 1.0]"
263,100,"[bartolomé bermejo, bartolomé de cárdenas, bermejo, bartolomé, bartolome bermejo]","[1440, 1501]","[bermejo, bartolome]","[1477.0, 1477.0]",1,m0279_23,"bermejo, bartolome","(231, 156)",27,"[37.0, 24.0]"
